,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Shared topic 11,Shared topic 12,Shared topic 13,Shared topic 14,Shared topic 15,H3K27ac private topic 1,H3K27ac private topic 2,H3K27ac private topic 3,H3K27ac private topic 4,H3K27ac private topic 5,H3K27ac private topic 6,H3K27ac private topic 8,H3K27ac private topic 9,H3K27ac private topic 10
Bloodlinc,-4.020754,-4.5004973,-4.4989157,-0.5035759,-4.9830465,-0.4387527,-0.29012126,-0.7647674,-4.6151743,-0.16876054,0.75748277,1.4414934,2.0801651,1.8454065,1.9308286,-0.0052020773,-0.3956899,-0.39090616,-2.7023122,-0.6105135,-0.36611444,-0.36437988,0.15101296,-1.1664828
Higd1b,-0.8401911,-0.05977848,0.13579807,-1.8979979,-0.16334637,0.2408657,-0.65455854,0.009460449,-0.6311452,0.8335819,0.4063778,-0.6815213,-1.8075372,-3.31564,-1.2845023,0.36827725,-0.671316,-2.5231333,-2.7794733,-1.4778045,-3.3069654,-3.272522,-0.39780706,-0.15180008
Ccdc103,-0.4768931,-0.56568766,-0.11395053,-0.8589288,0.39371306,-3.4242606,-0.5473235,-1.1423779,-0.6005962,-3.1896024,-0.1554419,0.19933379,0.4889452,0.62141913,0.7590336,0.21800065,-0.111830875,-0.057718337,0.7254017,-0.100842,-2.2704544,-0.75176775,-0.28752887,-0.13510384
Fam187a,-0.47844726,-0.59346217,-0.04917991,-0.8572446,0.32961604,-3.6766858,-0.55322385,-1.4187056,-0.59050214,-3.2767873,-0.019976437,0.5266552,0.48073345,0.63086295,0.73453003,0.13276178,-0.10285885,-0.112376064,0.57348853,-0.084749535,-1.8943714,-0.30604103,-0.4854118,-0.112844065
Rprml,-1.379261,-0.07703993,-0.7578294,-0.40233445,0.149629,0.45612985,-0.11294415,0.21329373,0.14657372,-3.732927,-0.882497,-4.0862684,-0.6758645,-1.8290483,-1.522738,-0.42673916,-0.11280746,-0.89283276,0.73724794,-0.15935105,-0.31908908,-0.6089574,-0.0028589144,-0.09282474
Psmc5,-4.240093,-4.275342,-0.77751195,-3.8433063,-4.6614666,0.35998034,-1.5115861,-3.3748343,-0.29314053,-3.4540138,0.20092928,-0.33246577,-3.5618145,-2.4399729,-1.0179051,-1.193558,-1.4727038,0.8575978,-3.3109772,-3.0854933,-0.48378307,-4.2783623,-0.43820506,-4.69289
Gh,-1.4515607,-0.46616724,0.09911293,-0.36391905,-0.7073772,-3.9096792,-0.22261705,-0.64641017,-4.068972,-3.3595946,-0.08996087,0.29423398,-3.2403865,0.5801971,-0.57040703,-1.306665,-0.45170936,-2.0253935,-0.03158778,-0.4800814,-0.16509008,-1.4634112,-0.27985764,-0.40217236
Cd79b,-4.117198,-1.1539657,-0.024329588,0.12183195,-3.1161528,-3.6989014,0.043046176,0.806466,-3.3945286,-3.1523497,-4.3847265,0.25572628,-1.6515849,-0.33156505,-1.1352441,0.31376225,-0.17169893,-0.76401067,0.32249457,-1.3330808,-0.20194149,-1.8707873,0.09532395,-0.26592484
Icam2,-2.266096,-0.90778905,0.0203055,0.45851696,-1.356416,-0.227884,-3.0280235,-0.89558965,-4.386061,-4.195058,1.1534165,-0.52734506,0.06590837,-0.19477952,0.13944635,0.31556693,0.13344097,-3.3014534,0.12109053,0.15089568,-2.268536,-0.2744338,0.43648773,-2.3869002
Snord104,0.30099255,0.03390439,0.15767953,-1.0469606,0.037107117,0.0729495,-0.07193217,-0.2673173,-1.011992,-0.41794798,-0.7242997,-0.096347295,-1.0530317,-0.95150584,-0.13529524,-0.08710074,-0.08475907,-3.7447371,-1.028632,-0.0024728142,0.033354953,-0.0036509298,-0.4353069,-0.5923755
1810010H24Rik,0.61252254,0.15106116,0.16925701,-0.010776669,-0.19413193,-1.5877439,-0.097869925,-0.3409195,-0.2905842,0.62184286,-0.2057635,-0.39027762,-0.23034395,-0.21668515,-0.35382688,-0.6281507,-0.09477242,-3.4613779,-0.5146259,-0.24952643,-1.3814044,-0.098414116,-0.048897628,-0.07927942
Mir7223,-0.7023218,-0.8808626,-0.3811493,0.22478348,-1.3447788,0.027533486,-0.3446765,-1.2210251,-0.29864478,-0.18231133,-0.20168933,0.9210491,1.4038726,0.3518914,0.82266897,0.033978835,-0.24647254,0.8194593,-1.1019723,-2.1383834,-0.16614303,-0.28925398,-0.12799159,-0.07090876
Sstr2,0.158001,0.45018363,-0.7010303,0.6934961,0.15499622,0.60299337,-2.3400006,0.30887216,0.067064494,1.0179499,-0.5624695,0.09891179,-0.4235087,-0.5181347,-0.9740931,-0.20844986,-0.3562672,-2.7965515,0.5402699,-0.62505955,-0.46497577,0.3845232,-1.0930285,-0.17456883
Btbd17,1.9482045,-0.10249358,-0.9661754,1.232843,0.67104924,-1.6046741,-0.2759583,-0.6039164,0.8190968,0.6884584,-0.38903975,0.26247454,-0.052587032,-1.9326389,-4.469209,-0.10815624,-0.07641329,0.45955682,0.8255927,-0.071182735,0.5692935,-0.7041742,-1.8653822,-1.343512
Atp5h,0.015757695,-0.6831316,-0.06349553,0.23328593,-0.109911785,-0.56778723,-0.06719722,-0.090039566,0.19080636,-3.9542775,0.16128317,-0.2696823,-0.7863211,0.13710567,0.03651987,-0.8666835,-0.22617672,0.15123591,0.04850295,-0.53147805,-0.14417097,-0.17745467,-0.15756798,-0.052120134
Mir3968,-1.2937973,-2.2491174,-1.0134635,-2.910156,-2.464574,0.13402045,-0.27765748,0.2834519,-0.84267265,-2.7444022,0.38682532,-2.6850722,-3.2198222,0.75378954,0.9945077,0.18466347,-0.37135985,-2.9729671,-0.12285364,-2.5151496,-0.94787943,-3.2266214,0.8641218,-2.6589694
LOC102634812,-0.43530387,-0.5739523,-0.32393414,-1.7764546,-0.76392543,-1.0853043,0.058507875,0.37027162,-1.1840217,-4.368515,-0.07497661,-3.6651273,-1.6516237,0.114047796,-0.025434703,-0.29624033,-0.15559378,-3.1123672,-1.2856722,-0.6754921,-0.010348506,-0.18589818,-0.11107343,-0.052452937
Nt5c,0.06759024,-0.7416556,-0.27165186,-0.22071847,-0.51606536,-0.95989364,-0.20655714,0.6744258,-1.5005288,-4.3601394,-0.30417514,-3.5043888,-1.0222889,0.32752094,0.357049,-0.17301202,-0.15197717,-3.0903556,-1.5727704,-0.22727984,0.07945992,-0.0066873133,-0.15944302,-0.13967413
Mrps7,0.42111856,-0.2865895,-0.23175704,0.31803393,-0.5295583,0.009549782,-0.089604735,0.39676982,0.2924967,-0.21289529,0.23607898,1.0297276,0.31339478,0.054224655,0.022029236,-0.024749558,-0.10006862,1.1089116,-0.3159464,-0.6558015,-0.07175261,-1.0899117,-0.04648941,-0.32004315
Mir5621,1.3161935,-0.1412782,-3.188489,-0.40922517,-0.44431537,-2.1765862,-0.20160902,-1.4849619,-3.6809096,0.6232225,0.5660776,0.14607042,0.42734534,-1.02498,-0.04214041,-0.49714664,-0.35535145,0.79375565,-1.8882467,-0.09075278,-1.4192044,-0.108384594,-0.2862346,-1.0707467
Smim6,-3.3485775,-3.6444685,-1.5824528,-2.6041505,-3.9048557,0.542533,-0.3105877,0.38789093,-0.90560496,-4.232836,0.68950164,0.7453951,0.09449172,1.8381138,1.8871701,0.22269544,-0.93715155,-3.502776,-3.6232026,-0.91751117,-3.5833066,-0.82126206,0.37473714,0.64554363
Cdk3-ps,1.2077943,0.5046642,0.25874618,-0.7233376,-3.2110844,-0.9880174,-0.47788352,-1.0530789,-0.64605266,-2.8272638,0.5414385,0.27381164,-0.07548511,-0.8308065,-0.9509867,0.02971378,-0.1942661,0.6742253,-3.4521327,-0.39749634,-0.22631596,-1.0446546,-0.956078,0.53581655
Galr2,-0.48501003,0.44864875,0.11872782,0.61084574,0.016558826,-0.13916782,-0.21507578,0.34926948,-0.6484965,-2.2438788,0.37861833,-3.0201938,-0.88244057,-1.4955609,-0.78553724,0.050842836,0.00590308,0.35475916,-1.9852775,-0.019761272,-1.332406,-0.055714406,-0.500839,-0.25032988
Foxj1,1.6901495,-0.70911825,-1.7515109,0.20034602,-0.18933618,-0.45702213,0.0812836,-0.2299189,-0.23730882,0.9529418,-0.5734028,0.23378357,-0.05654477,-0.6247595,-1.0160055,-0.521878,-0.16920644,-0.8785668,-0.13641155,0.17446682,1.0873095,-0.38782972,-0.049743377,-0.32242078
Aanat,-0.062443554,0.44216496,-1.3315578,0.031802535,0.16539675,-1.9150648,0.23138502,-3.197319,-3.6753058,0.64841974,-0.8376288,-2.946781,0.03661126,0.0152937025,0.459893,-0.7311454,-0.17923647,0.046038866,-0.080366224,-0.16866215,-3.0821106,0.012655526,-0.18132421,-1.0936837
Snord1c,0.06535609,-0.40105754,-0.56410193,-1.0307004,-0.9307682,-0.25141492,0.0628548,-0.2254355,-0.89237547,-0.5404452,-1.2615227,-3.8827922,0.014107466,-0.30840874,-0.22994354,-0.30105788,-0.098250166,-3.553808,0.15731606,-0.092122965,-0.4947921,-0.09592527,-0.061211467,-0.058920685
Snord1b,-0.037634738,-0.5138097,-0.42249316,-1.1025335,-0.8619557,-0.49118063,0.17337197,-0.052776523,-1.1980076,-0.2764572,-1.1914088,-4.0559044,0.118842125,-0.33281028,-0.35014254,-1.336573,-0.092174925,-3.4423804,0.6221372,-0.090729386,-1.9821826,-0.10549452,0.029324569,-0.07875018
Snord1a,-0.21699145,-0.4947709,-0.3584418,-1.4779482,-0.93209004,-1.8557359,0.16227943,-0.076483056,-1.2357903,-0.2949128,-0.9359052,-4.141504,0.082898185,-0.30286062,-0.30224693,-1.439559,-0.08426272,-3.496095,0.5782479,-0.07900082,-2.0018907,-0.1441979,0.068544015,-0.0801173
Gm11729,0.5338077,-0.74458593,-1.4462878,0.718667,0.58969516,0.12004526,-0.11649699,0.071584806,1.0127558,0.32159665,-0.52284753,-1.1744145,-0.80177164,-0.59916425,-1.4935589,-0.13659784,-0.058401067,0.6118987,0.22418427,0.019678183,-0.011207681,-1.0271134,0.024664067,-0.2762007
Syngr2,-3.4062705,-0.34371784,-0.19966507,-3.715647,-0.33481446,-3.8038378,-0.1220412,0.19511053,-4.35718,0.77778286,0.5941707,-2.5758805,0.7949976,1.6149614,1.586931,-0.17757972,-0.23356333,0.60138124,-3.1663473,-2.8637865,0.6401182,-0.4494561,-0.32867175,-0.20221837
Tmem235,-0.7009676,-0.46706244,-1.1116015,0.56515765,-0.6167798,-0.04341054,-2.6113784,-2.7054522,-0.36911607,0.7883039,-1.0881016,0.37741983,-0.34974962,-1.3586289,-0.6023493,-0.26675946,-0.13948342,1.0532382,-2.5009854,-0.13429713,-0.113063306,-0.069060534,0.016187325,-1.7597667
Mir6933,0.033150226,-0.36449257,-0.978682,-4.7689486,-4.0219316,0.12730479,-0.092750534,0.18639737,-4.368847,-4.41371,0.21251062,0.52677935,0.9381136,1.2782488,1.3962516,-0.16707817,-0.81428003,-2.2893412,-0.2316688,-0.103988454,-0.8238693,-0.044287108,-0.06950292,0.18144545
Mir1932,-2.4382522,-1.239871,-0.40128207,-2.043278,-0.17579149,0.45824754,-0.065966494,-0.24996139,-0.3393271,-1.8062526,0.6044125,0.7171014,-0.6151039,-0.26228428,-0.0657257,-0.03713746,-0.09271698,0.20412472,0.3522976,-0.103313886,0.12598662,-0.083094664,-0.21115951,-0.13171262
Mir3065,-1.2697059,-0.540285,-0.6338353,-3.8994946,0.5122284,-3.7841265,0.33018064,0.25679886,-0.091940224,-3.587351,0.5438233,-2.8537936,-0.18174008,-3.2816312,-3.9474258,-2.4698222,-0.1670724,1.3575383,1.1349844,0.48309737,0.49125046,-2.4177878,-0.010238677,-0.03675124
Mir338,0.22591972,-0.10223558,-0.24436046,0.5617545,0.45299143,0.34759492,-0.7775069,0.0067226067,0.7916591,-0.21542938,-0.4088743,-0.016124919,0.041222826,-0.558602,-1.8576151,-0.104939915,-0.08748545,1.1928024,0.63888955,0.005968645,0.06519437,-0.42778465,-0.675704,-0.06093605
Ndufaf8,0.02231323,0.22358438,-0.113675505,-0.80139196,0.5054857,-0.18567449,-0.10354215,-0.28919965,0.76680213,0.07760076,-0.12577963,-2.9328122,-0.17124474,-0.60385394,-0.37393746,-0.20162594,-0.08764385,-0.19028632,-3.093936,-0.47026742,0.30650902,-0.019081399,-0.37238732,-0.03720908
Tspan10,-0.2745462,-0.295611,-0.17237292,-4.0563865,0.038704515,0.28675178,-0.56724256,-0.23360735,-2.3631053,-0.119711526,0.22681147,-0.4036027,0.53736264,0.8393427,0.8782177,-1.3105984,-0.2539838,-0.430759,-0.0010987669,-1.2147013,0.35203737,-0.93464804,-0.060308084,0.13807675
Oxld1,-0.89468616,-0.36832657,-0.39639452,0.10640192,-1.3098369,-0.08198473,-0.8145773,-0.042050585,-1.127165,-2.6226413,0.0022704527,-2.469194,-0.3823472,0.58966994,0.4528581,-0.035500087,-0.12456352,-2.593156,0.33346194,-0.024685062,-0.41741857,-0.86750686,-1.3589768,0.14477691
Arl16,0.16109186,0.52198416,0.39751935,0.18592054,-0.070690654,0.022141099,-0.35502023,-0.031337075,0.3346101,-0.42992944,0.018093586,-3.256978,-0.122631826,-0.45098498,-0.18008912,-0.21893522,-1.5648835,-1.9094431,0.26723275,-0.7844724,-0.09741,0.04840654,-0.6241581,-0.3867064
Mrpl12,-0.11719586,-0.31840068,-0.13266349,-0.72406906,0.029425144,-0.3289823,-0.07062712,-0.3469352,-0.19745108,0.905259,-0.42125916,0.043287426,-0.11461786,0.119454294,0.2895698,-0.091523066,-0.09977092,0.7110677,-0.10583598,-0.0978836,0.045191154,-0.14997706,-1.1143076,-0.052997105
Myadml2,-0.9001081,0.31250215,-1.072264,-3.952902,-1.7395185,-0.09122574,-3.2583144,-2.014306,-0.1958502,-3.7664587,1.0725259,-2.4902742,0.55590904,0.28098744,0.27493966,0.24955416,-0.8736221,1.1878449,0.5701761,-0.025572926,0.28968447,-0.4719509,-1.8013861,-2.3899636
Cenpx,-0.45811605,-0.13769452,-0.22979316,0.03667733,-0.49475983,-0.72567254,0.13930875,-0.19222195,-0.3672815,-0.5021026,-3.2515304,0.9270773,-1.2946419,-0.58761954,-0.18240818,-0.23670484,-0.10673115,0.15822923,-0.86016774,-2.1402173,-2.1202192,-0.09611376,-0.11557838,0.40545595
Rac3,0.3601688,-0.15442125,-1.8199791,-0.35411507,0.32013303,-0.23302437,-0.034483954,-1.4301429,0.07047537,-0.14577286,0.24741891,0.5902394,-0.39538702,-0.41719446,-0.53104377,-0.17150384,-0.13807154,-1.9340742,-2.4847322,-0.075823344,-2.8137093,-0.31833446,-0.72222245,0.06428127
Dcxr,-3.4759586,0.92194176,0.29169655,-3.3327425,0.04810092,0.4142797,0.7460052,-1.6671573,-3.5430415,-4.2369046,-0.43096673,0.30166966,0.040001392,-0.56879866,-0.97437954,0.103783965,-0.27785185,-2.8446171,-3.2651432,-1.0078835,-2.3113647,0.41739225,-0.08334862,0.5244544
Cbr2,-0.72113043,0.69153637,0.28287885,-4.5602417,-0.941286,0.38930398,0.38785797,-2.433991,-2.7999465,-4.0688505,-1.9082963,0.63516164,0.40794295,-0.5160738,-1.2180244,-0.029284328,-0.31072244,1.0991006,-2.822903,-0.82811844,-0.7909548,0.1344127,-0.20653577,0.7026657
Rfng,-1.041263,-0.49479565,-1.103513,-0.70816845,0.4812134,-0.52273035,0.26492774,-0.14104894,0.37716925,-4.0140476,-0.6204937,0.4027995,-1.5292959,0.07753211,-0.20251973,-0.037593476,-0.14614034,-3.2342591,-0.6442297,-0.8907767,-1.8050371,-0.11015189,-0.1349468,-0.1197329
Tex19.1,-2.108169,-2.286615,-0.89877415,-0.67825806,-0.2782836,-0.5705357,-0.26189774,0.66928804,-0.5208116,0.58457637,0.13283163,-2.848722,-3.3356373,0.54224306,0.1414423,-2.4023542,-1.8121115,-2.5057957,-3.3285024,-0.70978713,-0.09645319,0.44877428,-0.38078722,-0.30238143
Uts2r,-4.055729,0.8070586,-1.2156198,-1.5473284,0.4471231,-1.5633209,-0.5425424,-0.83891165,-0.26391435,0.67380875,0.25626275,0.28129542,-3.6864624,-0.36303163,-0.59403723,-0.043931767,-0.2712959,0.690182,-0.7477421,-1.4667783,0.7179471,0.4644543,-0.030325547,-0.34144434
Mir7236,0.471004,0.35438716,0.2029312,-3.7115288,-0.6181482,-4.061503,0.31830764,0.7751337,-0.7599305,-4.1351247,0.21988475,-3.6839304,-0.01651211,0.2516815,0.3097244,-0.300969,-0.20055468,-3.314237,-3.608248,-0.20268178,-3.726501,-1.4054995,-0.043427795,-0.054233193
Fn3k,-3.7867334,-4.629062,-4.6181417,0.4488986,-1.907791,-3.742524,0.20552546,-1.1462383,-1.131697,-0.26899803,0.9028281,-3.3019834,0.8556315,2.467887,2.3334656,-1.6185746,-2.6337857,-2.8010864,-3.7502108,-0.17415023,-0.4469424,-3.6524909,0.4943561,-1.842708
Gm31938,1.283491,-3.151088,-0.20355889,0.2705074,-1.1738653,0.266403,0.36801028,0.30399296,-0.6860379,0.913048,-0.537127,0.20443445,-2.161982,-3.4535058,-2.699146,-0.33713883,-0.9341075,1.4821393,0.28581294,-0.24795058,-0.0835352,-1.0293055,-1.0891814,-0.74351543
Sf3b6,0.101168126,-0.41201556,-0.21011913,-0.24932376,0.069616735,-0.25842813,-0.121906765,-0.11095918,-0.34699923,-2.6567976,-0.4183522,-1.8662981,-0.19817387,0.1277824,0.2496163,-0.14875638,-0.23632863,0.6111854,-2.5755525,-2.0261054,-1.5044533,-0.5649244,-0.5169059,-0.20201181
Mir7675,-2.3790638,-0.110206306,-1.1657636,-3.5208292,-1.4601984,-3.0176272,-1.8144612,-1.7711413,-0.51988447,1.4156356,-0.24482393,-0.7184949,-1.880241,-0.66578734,-3.7337792,-2.0748382,-0.19519919,-2.805125,0.77346313,-0.45190215,-0.72458714,-0.08864373,0.18843597,-3.4331362
Iah1,-2.7846284,-0.7419722,-1.050612,0.11201233,-0.52823085,0.12342751,-0.71016514,-0.85829675,-1.464295,0.55733424,0.077432364,-3.0116134,-0.27694613,-1.2991883,0.18496937,-2.2383335,-0.40862733,1.3675878,-0.34517717,-0.34644097,-0.4039902,-3.6746182,-1.1482549,0.023269832
Mir6538,0.4719962,0.95646393,0.7066561,-0.35032463,-0.21263035,0.57878625,-1.2988021,0.4406753,-0.1509516,-0.56849235,-1.3729817,0.47855586,-0.519989,-4.4691834,-4.1363516,0.002155181,-0.07488887,0.45538425,-0.2292478,0.14982803,-0.124876976,0.12082857,-0.6674476,-0.11701456
Mir6937,-0.25093624,0.028423622,0.039190784,-0.19735861,-0.36905047,-0.4879491,-1.151719,-0.3842747,0.7686846,-1.5768082,-0.7944615,-0.5183952,-1.2665558,0.214089,-1.8318632,-0.08749266,-0.098445736,0.5357265,0.46285254,-0.30863184,-2.2075932,0.2149033,-0.14530899,-0.009215578
Alkal2,-0.42322436,0.48996478,-0.074414894,0.5370812,-0.25260285,-0.23657455,-3.1693122,-1.0044596,0.07309386,-0.70775384,-1.915984,-3.4116979,0.26942748,0.6479363,0.7520866,-0.15471728,-0.20154329,0.70011246,-0.74385023,-0.12751856,-0.55563664,-0.10641554,-0.10644124,-1.305925
Cbll1,0.622599,-1.070136,-0.24902257,1.0282874,0.44325596,0.3026588,-0.71485287,-0.73662996,0.42129046,0.12038982,0.35504252,-0.28509298,-0.11395239,0.345165,0.25419506,-0.13889262,-0.7960349,1.4737378,0.3701343,-0.23931015,0.5631168,-0.91413724,-0.053578332,-0.43106353
Ferd3l,0.16233826,-0.48722172,-0.18019041,0.5155048,-0.8066728,-0.12916675,-0.020935401,0.07821494,-0.74933726,-0.874018,-0.49808073,0.03910491,-0.67746556,-3.8401625,-2.6353061,-1.7719301,-0.20742936,-0.23003826,-0.027233168,-1.3817512,-0.35995743,-0.008860409,-0.21194163,-0.8136662
Mir1938,-0.19205572,0.26568627,-0.22692594,-0.8854871,0.34994873,-0.16098464,-0.2075295,-0.43968913,0.3300632,0.6111093,-0.06310308,0.7213328,0.36974198,-0.19578514,-0.060770586,-0.021854725,-0.099211775,0.015251428,-0.0902485,-0.051076047,-0.86583775,-0.073430836,-0.27508837,-0.070354186
Mir5627,0.6114208,0.4723481,-0.16476074,0.5639308,0.5938805,-0.6703559,0.062492758,0.076872215,-0.23685852,-3.6888309,-0.98735577,-0.146521,-0.103869945,-0.8075683,-0.15832919,0.01377897,-0.1123035,-0.53551495,0.017820224,-0.15019101,-0.4054735,-0.5215771,-1.7311244,-0.1553218
Dnajb9,0.7841133,0.49286515,-0.121821254,0.5885181,0.34301192,-0.57019275,-0.1488764,0.052735344,-0.27304614,-3.9117146,-0.5868759,-1.2063835,-0.1313119,-0.8824552,-0.04839419,-0.06425494,-0.17982309,-3.135021,-0.20677759,-0.21625067,-0.5379834,-0.38494593,-3.0073311,-0.16528876
Foxg1,0.4398415,-4.3218865,0.84029365,0.59661406,0.21054035,-0.62132335,1.5716952,0.15968248,-0.7689836,-3.2248192,-1.168038,0.20833269,-1.4517678,-2.3895264,-4.343054,-0.5675025,-0.14165922,1.0249096,-1.099093,0.52335924,1.0922809,-0.35643208,-0.17876545,0.35252595
Mir1892,0.7411421,-0.22025687,-0.08243689,-0.2527788,0.37062263,0.6573012,-0.16050267,0.40338874,-0.28757197,0.797394,-0.19614092,0.6123811,-0.8715327,-0.17465712,0.36341298,-0.13854511,-0.16252097,-3.5507512,-1.4242967,-3.1471655,-0.72942716,0.013750523,-0.72043806,-0.026702374
Insm2,-1.1071589,0.029156387,-0.23309982,0.17889592,0.9014307,0.2764639,-0.16029856,-1.1944821,0.51801103,-0.010184839,0.05409679,0.052374125,-0.14949942,-0.55820715,-1.696626,-3.7445846,-0.26224408,-2.0175357,-0.20522453,-0.21522714,0.16470456,0.08705446,-0.65652144,-0.79031646
Sfta3-ps,0.72587764,-0.38467214,-0.4457147,0.31839705,0.26469147,0.45351774,0.6898046,0.069396555,-0.24235544,0.0082641095,-1.5438707,-2.3629487,-0.60184634,-4.2875524,-3.2721765,-0.46602267,-0.0953001,0.66044044,-0.20836437,0.04429844,1.6628903,-0.42210633,-0.3422633,0.9847846
Nkx2-1,-0.28774956,-0.3638727,-0.28982106,-0.12716936,-0.09709484,-0.9660017,0.86232865,0.14714861,-1.180989,0.2638487,-2.210056,-0.13638201,-0.35423025,-2.2782087,-2.035633,-0.037701976,0.045077518,0.20104036,-0.9253672,0.28852263,1.641543,-0.23167986,-0.5306963,0.95694554
Gm20063,0.8980589,-0.30597216,-1.9589931,1.5133266,1.6238998,0.479716,-3.630113,-1.2229578,2.1518674,1.3339441,-3.64229,0.0057074428,-2.7361376,-4.243112,-4.5414515,-0.26958397,-1.1196285,1.2002977,0.15257567,-2.7353418,0.15827161,-1.641922,-0.8177424,-0.5323775
Gm527,-1.1239457,-2.0484278,0.24186584,0.14556643,-2.1608567,-0.89611894,-2.486211,0.34094435,0.17565337,0.5417109,-0.6491136,-3.391479,0.18260297,-0.15045711,-0.8128051,-0.006938502,-0.2073372,1.3826323,-3.0898144,-0.22275615,-1.6370767,-0.28685722,-0.06187038,-0.37608522
Rps29,0.25464475,-0.119595796,0.40311146,0.033672452,-0.5144566,-1.1985178,-0.10183671,0.008662656,-0.2653649,0.7867521,-0.3247059,0.11033425,0.070709035,0.5941614,0.5599207,-0.02314306,-0.09615505,0.89827013,-1.1099986,-0.09394569,-0.8475248,-0.11965597,-0.2114816,-0.19292851
Mgat2,0.22132018,-0.010259576,-0.20284636,0.7203478,0.39495945,0.64983815,-0.31686193,-0.4711562,0.020409733,-0.18598855,-0.32879734,-3.855718,0.3029815,0.040053114,0.70131475,-0.099232726,-0.100337945,1.4956456,-2.5806363,-0.053597547,-0.5986346,0.02289173,-0.14556599,-0.20030415
Rpl36al,0.21115318,-0.05931031,-0.15483643,0.7112249,0.4418642,0.6468414,-0.40697968,-0.40403345,0.058418795,-0.31312323,-0.27077824,-3.9346411,0.23579931,0.11043109,0.7194235,-0.078404605,-0.098972194,1.3297517,-2.6112201,-0.040894,-0.42180178,0.03509991,-0.15267235,-0.17165796
Mir681,-3.9145539,-1.2802438,-0.9580087,-4.26142,-3.7399552,0.321526,-0.22191572,-0.76198167,-0.49928868,-2.1107817,-0.15522364,-0.15096015,0.6454016,1.3624071,1.5103087,-0.28280056,-0.115964636,0.6958716,-0.9939806,0.44343925,-0.4232869,-3.1009457,-0.22229634,-1.4286153
Gm3086,-3.7864668,-1.0967495,-2.0632987,-4.2179656,-0.589033,0.3051139,-1.7662328,-1.9773793,-0.51853603,0.82445514,-1.1168315,-0.99898833,-0.3741035,0.06631839,-0.3619402,0.511868,-0.5023482,-1.3169701,-3.066615,-0.39981297,0.18901742,-0.6270366,-2.1227555,-2.5004985
Gpr135,-0.17424127,-0.1445663,-0.12146177,0.42350602,0.14117709,-0.06069178,-0.36313617,-0.13057548,1.0438884,-0.056057893,1.1469027,1.0958967,-0.33813202,-1.9265434,-2.6231759,-0.12869497,-0.15040453,0.34113827,-2.283518,-0.26844907,0.41438156,-0.12837648,-0.14546886,-0.5510109
2210039B01Rik,-2.0271237,0.4845339,-0.46428183,-1.0397679,0.14241838,0.6847243,0.870829,-0.44144264,-0.5853939,-0.57404375,-1.1190102,-0.07972647,-3.5837262,-1.81948,-2.4231582,-0.8627124,-0.09003495,0.15350518,-1.7892905,0.51044667,-0.5006889,-0.26190037,-0.17523986,-0.3589505
Mir5135,-1.4427624,0.20571086,-0.18383715,-4.7079444,-0.5268172,0.4375155,0.07347548,-3.1527936,-1.1066737,0.74594194,0.87783,-0.122251704,0.44943446,-0.04186833,-0.17278716,-0.5329814,-0.11604724,0.21390778,0.53082776,-0.93355775,-0.04707563,-0.16874614,-0.17918627,0.9211315
AI463170,-1.2984821,-0.3691495,-0.48461017,-0.070395924,-1.2022445,0.7309706,0.70123947,-2.5995715,-3.9955122,-1.3144051,0.31069008,0.4036038,0.56741464,-2.6458719,-0.64903826,-0.12271105,0.06958169,1.2215053,-1.4129629,0.033090882,-0.83431774,-0.22216474,-0.12880605,1.1391203
Gpx2,-4.105605,-0.42610735,0.32791,-0.44009802,-0.4511126,1.0440888,0.15894526,-4.2859516,-0.65245116,-3.5936308,0.9365313,0.41503757,-0.05200517,0.32531297,-0.68195283,-0.33311972,-0.88431406,0.8742479,-3.4269476,-1.8942668,-3.0934768,-0.947869,-0.8641669,0.4249732
Scarna3b,-4.18737,0.32062602,-0.5315596,-3.9916425,-0.22264428,-1.1251814,-2.827512,-0.47485086,-0.96503717,-3.6769621,-0.01082319,1.2954818,-1.5106333,-0.4769374,-0.7983603,-0.31974947,-0.32355207,-2.3514297,0.67575467,0.022111803,-2.7986662,0.047023565,-2.959093,-0.4517284
1700052I22Rik,-4.030038,-4.2163906,-0.9973357,-2.483366,-1.0264882,-1.010948,0.49590862,0.021698162,-4.4778504,-1.2891792,-3.4499197,-0.36071235,0.26126462,0.54315746,0.8009341,-1.0996834,-0.24724163,1.373701,-2.9573567,-0.8948168,-0.23130982,-0.42640764,0.1106433,0.48224342
Acot1,2.3406081,-0.14943606,0.26517382,0.55340606,-0.042117,0.1784938,-0.38062373,-3.2244196,0.14323705,0.9185492,0.1380342,-2.9834044,-0.25327837,-0.3216474,-0.05138187,-1.1598573,-0.18791372,-2.3487701,-2.1714425,-0.40473902,-0.692735,0.13433883,-1.2172341,0.3303306
Pnma1,-1.5265172,-3.8412766,-2.7955153,-0.8489774,-0.03294958,-0.32278052,-1.8002111,-0.7582489,-2.3210063,-0.45332778,0.5545645,0.2554571,0.81359017,1.65138,1.6852599,-0.024491027,-0.5387129,-2.7437706,-1.4313309,0.44177794,0.8671526,-2.1746678,-0.35059723,-0.8849414
