,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Shared topic 11,Shared topic 12,Shared topic 13,Shared topic 14,Shared topic 15,H3K27ac private topic 1,H3K27ac private topic 2,H3K27ac private topic 3,H3K27ac private topic 4,H3K27ac private topic 5,H3K27ac private topic 6,H3K27ac private topic 8,H3K27ac private topic 9,H3K27ac private topic 10
Gja4,0.09130934,0.20666638,-0.07817494,0.75824463,0.28282815,0.33499384,-0.18130392,-3.2464023,-0.03305143,-0.28971124,0.43214554,0.9593729,0.12280309,-1.6999644,-2.6619554,-0.110559866,-0.14888278,-3.0579271,0.89055836,-0.2543159,-0.065953985,-0.035855897,-0.35375577,-1.0568135
Gjb4,-3.017145,-3.6122937,0.9208224,-3.924923,0.07375431,0.7308607,0.31611896,-4.382366,-0.25737017,0.7740989,0.8259095,-3.328211,-1.1586498,-2.5922582,-3.16087,-0.13127255,-0.5524997,-2.2011814,1.0087084,-2.5105352,-0.6373487,-0.4857785,-2.3408132,0.30036014
Tmem54,-3.0649974,0.013768464,-0.04831343,-0.8575479,0.4137789,0.09328166,-1.952974,0.11926031,-0.27691606,0.27038875,-1.1023729,0.90865564,0.10686928,-2.3237662,-0.88635933,-0.20739183,-0.16856058,0.6281622,0.12924677,-0.23372474,-0.7860471,-0.06785064,-0.38857424,-0.9606997
Fam229a,0.24415106,0.42251605,-0.29091644,-3.2779644,0.65067774,-3.6781824,-2.4968317,-1.9267298,0.0036396384,-1.2363126,-0.43297717,1.1585264,-3.2217636,0.218436,0.26811117,-0.22981097,-0.20263235,-2.3310122,-2.3767247,-0.6549215,-0.8570512,-0.21771818,-0.11551504,-0.15916935
Mir8119,-4.2624774,-0.31823194,0.3395756,-0.9757526,-4.233276,0.45967507,-0.1468358,-0.83425677,-1.0233595,0.1495569,-0.30824664,-0.3912046,0.6597751,0.60960394,0.2131615,-0.01937981,-0.14761505,-0.08564658,-0.49368292,-0.16155665,-3.186765,0.17655727,-0.18407744,-0.2862161
1700003M07Rik,2.335279,-0.8273469,-0.1931706,1.002536,0.7837167,-0.5131407,-0.1493534,-4.1348042,0.66262484,0.94142103,0.5161218,0.61377805,-1.012565,-1.7468739,-3.1679626,-0.17901327,-0.25368875,0.73307985,0.47465992,-0.19479874,0.1353142,-0.2194095,-0.3415373,-0.3239017
Snord85,0.18071511,0.3379622,-0.40133947,0.5398142,0.12677956,0.20848727,-0.11636338,-0.08388259,-0.24265149,-0.03275019,0.7019692,-0.74843836,-0.13218889,-0.90771234,-0.26636904,-0.7373281,-0.2539621,-0.30745175,0.54806983,-0.060596302,-1.2834747,-0.20873436,-0.5158683,-0.35545155
Tmem200b,-0.1300085,-0.44814995,-0.99438775,-0.7046971,-0.6162094,-0.37057844,-0.102914646,-0.09069467,-0.30350134,0.23041129,-0.1959396,0.044830747,-0.8367736,-0.3250076,-0.40598366,-0.1517913,-0.047646385,-0.08678283,-0.14948298,0.0033870637,0.1077064,-0.09036364,-0.019106284,-0.17863606
Rps15a-ps4,-3.8606143,-0.82768726,-0.43144456,0.13221306,0.13807863,-2.3028617,-1.2285802,0.27532196,-0.055320084,-4.0573273,-1.801676,-2.7799373,-2.8143866,-0.24761689,-0.30847427,-0.13280803,-0.2651997,-3.3486083,-3.7731905,-1.9947804,-3.9788754,-0.3361172,0.052509785,-0.25942522
Rnu11,0.32849497,-0.21054079,-0.14481196,-0.78422785,-1.0396012,-0.22538924,0.09789325,0.08362906,-0.18505765,-0.32063633,0.21090078,-2.6824882,-0.430185,0.49112517,0.58652574,-0.066336,-0.12931786,-0.44088814,-1.3918278,-0.10942021,-0.39501926,-0.10459553,-0.23439425,-0.030086651
Rab42,-0.57283354,-0.31619102,-0.09825476,0.32149187,-0.31972474,0.057691157,-0.13754877,-0.014826074,-0.65955675,-0.9161803,-0.33009565,-4.4432383,-1.0155749,-0.20778471,0.08778356,-0.07987667,-0.08226223,-1.975489,0.29414096,-0.57458687,-0.26230812,-1.5353049,-0.050166808,-0.07094376
Snhg12,-0.48550695,-0.112565726,0.11516437,0.6678115,-0.18588623,0.018222705,-0.33998096,0.022994585,-0.051061884,-0.005461581,-0.8123988,-4.3834915,-0.79589486,-0.30500802,0.37842464,-0.08761987,-0.099071465,-3.5720825,0.03870818,-0.5546688,-0.17323005,-0.58095413,-0.04652028,-0.26384252
Snora16a,-0.48260435,-0.12836763,-0.0025237054,0.631516,-0.14642195,-0.32702512,-0.3240009,-0.26167864,0.06646362,0.050898895,-0.63588446,-4.2933283,-0.69171405,-0.18929666,0.43766344,-0.09190517,-0.077540204,-3.5978782,0.084644765,-0.11127585,-0.15546815,-0.17314968,-0.06597257,-0.12080271
Snora44,-0.21535105,-0.17654058,0.124513164,0.3570753,-0.1058718,-0.092451364,-0.2807201,-0.13164862,0.15806624,0.17612499,-0.5168437,-4.3698344,-0.7424352,-0.17762986,0.4129001,-0.09479361,-0.08996018,-3.5329788,0.016546912,-0.1865536,-0.11015867,-0.275426,-0.08893997,-0.13845696
Snora61,-0.16245349,-0.2373035,0.015157148,0.34076083,-0.11456917,-0.0751913,-0.15186563,-0.12163124,0.17018306,0.17997229,-0.43960252,-4.567636,-0.6612444,-0.19637623,0.4506312,-0.08911352,-0.09018109,-3.3843324,0.019333206,-0.19689041,-0.11177452,-0.30451238,-0.0897989,-0.12743762
Snord99,-0.16891825,-0.19945727,0.07424246,0.3315532,-0.12518388,-0.041532315,-0.18565652,-0.09230064,0.097948775,0.15948984,-0.6189014,-4.567697,-0.6892296,-0.24512714,0.44867414,-0.09608312,-0.101192944,-3.4722786,-0.03598439,-0.35054097,-0.09664164,-0.3446774,-0.08837634,-0.13481048
Snhg3,-0.86473054,-0.18541291,0.43119472,-1.4104384,-0.77948403,0.45830458,0.14282396,-0.48890114,-0.64257175,-0.879289,-0.8489916,0.25414518,0.44968718,1.1041764,1.183101,-0.2324487,-0.13939588,-3.226125,-0.9634992,-0.22992489,-0.603166,-0.10086876,-0.44778073,0.13374847
Mir7017,0.22775921,-0.35332075,0.13762149,0.012731925,-0.117123656,0.0945254,-1.2645115,0.23727825,-0.5069767,0.39075586,0.77837974,-0.34145752,-0.30639136,-0.4781735,-1.6201459,-0.079289615,-0.096631564,-3.2073793,0.2671062,-0.3599717,0.22851014,0.00046803057,-0.17867061,-0.051724646
Sfn,-0.19767371,-0.768116,-1.967654,-3.430975,-0.119629264,0.588276,1.1286199,-0.5460458,-0.41865727,0.43806446,-0.9724988,0.4853924,-0.041294128,-0.53397596,-1.488973,0.095015585,-0.48977858,0.30901054,-2.4735346,-0.28514075,-2.4475243,0.25118914,0.1400023,1.4525875
Cd52,-4.1988688,-1.5323918,0.034853935,-2.2827716,-0.61724293,-1.5853043,-0.3509913,-0.7087352,-3.2269397,-1.8415691,0.42573285,-0.42395198,0.5577748,0.29124933,0.7023926,-2.682231,-0.51792413,0.4674214,0.7700645,-1.3448856,-1.2983667,-3.7469997,-0.19860327,-1.7882028
Sh3bgrl3,-0.12233603,-0.10536852,-0.53484696,-4.415075,-0.3090307,-0.30776685,0.013579309,-0.41816363,-0.42934036,-3.2326338,-0.11995159,-0.6221441,-0.43252796,-0.5712304,-0.38336727,-0.024541713,-0.08555476,-0.91403884,0.52517605,-0.09700333,-1.7644151,-0.032653652,-0.17902939,0.009467959
E130218I03Rik,-3.4015958,-1.8441255,-0.2737081,-0.7126148,0.34001982,-0.7667522,-0.08930473,-0.31297952,-0.64083266,-3.444219,-1.9998211,0.12259856,-0.28481698,-0.9949103,0.13048488,-0.2528791,-0.16942304,0.15030822,-2.030521,-0.3048992,-0.85296607,-0.1798741,-0.025718093,-0.064225845
Zfp593,0.25965282,-0.0895799,-0.9710363,0.3823907,-0.14190346,-0.27977994,-0.036789916,-0.08800022,-0.23035765,-4.0716496,0.02042365,-1.7941968,-0.015926413,-0.2079102,-0.35692886,-0.08015192,-0.09547641,0.172966,-0.6724356,-0.10931232,-0.08555886,-0.1971429,-0.14316025,-0.089963935
1700021N21Rik,-0.5336952,-1.0210912,-0.39811406,0.50667834,1.3500968,0.16672528,-0.34011543,-1.0769373,0.9771584,0.61129177,-0.41411725,0.3335219,-0.9440026,-0.5925847,-1.0036612,-0.36236152,-0.32451403,-0.46662652,0.0631181,0.017793864,0.6080508,-1.8395841,-0.803512,-0.09080218
Gale,0.3325894,0.5833523,-0.17242934,0.6731938,-0.4818781,-0.4221879,-1.1567428,-0.43217131,-0.03453824,-3.857143,0.28225192,1.0338432,-0.30814552,-0.072343424,0.59444684,-0.0155195,-0.10502835,0.52742493,-0.42226678,0.07433961,-1.4488598,0.48776484,-0.7534069,-1.1275648
Lypla2,-4.0783663,-0.5010246,0.3162564,-0.5334539,-0.2087991,-1.2725701,-0.65245974,-0.23694243,0.16138163,-4.093788,-0.63845205,1.0296206,-2.870775,0.43776911,0.3210377,-0.21255583,-0.20214769,1.030495,-0.8793119,-0.44472432,0.17767844,-0.7297529,-0.38824424,-0.1951124
Tex46,-2.7162848,-3.5336504,-0.5348774,0.9397929,0.29342055,-0.31965148,-3.2209804,-0.38072416,-1.0632033,-0.71762854,-0.51942563,-3.5080638,-2.9519317,-0.100939214,-0.57578146,-0.065758765,-0.8201346,0.19675118,-0.4237152,-4.1351767,-0.3593671,-0.9472941,-0.8517265,-2.4314733
C1qc,-4.1338983,-0.112254575,-1.8716409,0.064819634,-0.65863484,0.7852293,-0.22788231,-0.18481472,-0.26380014,0.51522446,0.3753695,0.80685616,-0.32599497,-2.6151545,-0.6182616,-0.46964705,-0.20503716,0.22218603,0.56612873,-1.2750694,0.15544307,-2.542251,-1.4950571,0.048775405
1700013G24Rik,0.038372263,0.6887024,-0.0760321,-1.4761329,-1.9058768,-0.4562354,-0.19423619,0.25132397,-2.5794837,-4.3243537,0.36866266,0.5686538,-2.2378943,0.09946963,0.40600336,-0.24864827,-0.27538216,-2.3085618,-0.23206872,-0.11201343,-0.3512118,-0.1015747,-0.12029498,-0.09220691
1700095J12Rik,-0.32379135,0.19417274,1.0235733,-1.1419731,0.3592183,-0.16689697,-0.91979873,0.57220876,-0.38205755,0.25163132,-1.0001159,0.34820914,-2.8627102,-2.7314515,-3.4463618,-0.13078174,-0.040139228,0.23238349,-0.26215625,-0.4166389,-2.2749329,-2.2081046,-2.1494174,-0.16022821
Ddost,-0.9751409,-1.8175985,-0.2601962,1.3281611,-0.2606884,-0.03538102,-0.1814208,-0.109932676,-1.0631475,0.89011586,-0.38465345,-2.2397325,0.18589973,0.5990244,0.47562337,-0.22894546,-0.1572996,-3.333794,-0.5606606,-1.9967155,-0.22378515,-1.0365139,-0.44990748,0.12442893
Mir7019,0.4654696,-0.5886061,-0.13004324,0.4468804,-0.1333691,-3.8880503,-0.37308055,0.14292735,-0.2913243,0.66223496,0.6702409,0.74789196,-0.24850349,-0.90384495,-0.09902702,0.0287413,-0.13022657,0.22234952,0.39456904,-0.813494,-0.0040337592,-0.06442577,-0.3729226,-0.15514967
Pla2g2d,0.39873767,-0.18522047,-1.6887218,1.4684186,0.6983211,1.2350292,-2.5153685,-0.5920202,0.53973436,1.1402003,-3.2073932,-2.5302796,0.16602254,-2.77221,-3.0691051,-0.83064574,-0.36195204,1.5252042,-0.71801764,-0.4809271,-0.7403842,-2.034994,-0.34594676,0.15642577
Pla2g2e,-1.3625672,-0.7136761,-0.638091,1.0753435,-0.8849704,0.21461117,0.37367082,-0.68167925,-0.57905984,-2.5750976,0.0126980245,1.2918464,-2.039692,-4.227247,-2.17558,-0.3387359,-1.4579692,0.7541828,-3.078747,-0.16977729,-1.3552797,-0.23999514,-1.9055927,-0.90273863
Rnf186,0.546988,-0.7983272,-2.98811,-0.056208014,0.30722976,-1.3674722,0.17799804,-0.4654696,-0.5501573,0.31021917,0.5932998,-3.296941,-0.40290886,-0.39528078,-1.5057392,-0.54506934,-1.3602897,-1.7389487,-0.010780185,-0.20316926,-1.495388,-0.9568572,-0.54121697,0.2718732
Mir7020,0.61365336,-4.455211,-1.3771081,0.8396497,0.612901,-0.21783125,-0.845887,-3.9644163,0.19774824,0.9473766,0.102550685,-0.0012077391,-0.5684347,-3.3353505,-4.187333,-1.331696,-0.24358797,-1.2337805,0.30315542,0.24247107,-0.8459459,0.050126553,-0.044816375,-0.25530252
Gm13032,-0.1982365,-0.7315989,-0.37604704,-1.2240505,-0.98964465,0.044224232,-0.39239165,-0.26265207,-0.59110487,-4.0255966,0.81867266,0.30951655,-0.07358906,0.60226893,-0.03113389,-0.26900312,-0.29121864,1.1025189,-1.3947016,-0.23846704,-0.52954364,-0.9634894,-0.32081023,-0.6437005
Hspb7,-4.24399,0.8331149,-0.11355831,-0.2843094,-1.3886093,-3.08454,-4.082826,-3.2461913,-1.3799785,-0.94645876,2.1750007,0.9757588,-0.05960034,-2.064133,-0.8591622,0.33334756,-0.92860955,0.6894227,0.16624442,-0.54068553,-1.9646211,0.37166172,-0.0012432486,-2.198569
AI507597,-0.04699862,0.37322372,0.23411822,-3.748902,-0.511404,0.2886452,-2.4739625,-3.5137827,-2.3606477,1.4010704,0.9902804,0.8583858,0.2254082,-0.35028124,-2.626434,0.5020683,-1.9930428,0.80938935,0.4078226,-3.1706424,-2.2459211,-0.06102884,-2.1659155,-0.57186085
Tmem82,-4.060242,-0.23808432,0.0052922964,-3.7318132,-1.1032317,0.03459558,0.24521405,-3.7402947,-0.96688986,0.8257414,0.71113837,1.3814402,-0.015636176,0.45707095,-0.66206634,0.36266887,-2.318408,-2.430747,-1.4012381,-0.9277483,-1.1024638,-0.3882133,-0.3162461,-1.4146385
Slc25a34,-0.4250772,-0.39810294,-0.64871144,-0.61936957,-0.8488853,0.41814715,0.18538058,-1.419849,-1.2300665,-3.7613087,0.31849408,1.0460733,-0.38551933,0.15009215,-1.8650554,-0.72824454,-0.5493965,-2.7685447,-2.9290977,-0.3026324,-0.54484653,0.08077967,-0.22611302,-0.18999603
Tmem51os1,-0.35949033,-0.14799677,-0.5899615,0.09263417,0.07182647,-0.6450941,-0.39135373,-0.083015315,-1.3504355,0.28156197,0.48007423,-0.46844587,-0.61317265,-1.756416,-0.35178393,-0.042675488,-0.08300099,-2.9623923,0.41394347,-0.13771507,-0.22492895,-0.21900412,-0.101547286,-0.090662934
Fv1,0.4140879,-0.1498686,0.48920745,-0.8502605,-1.0979769,-1.7970487,-0.106721535,-0.23765299,-0.49802703,-1.8282317,-0.17711592,-3.7762713,0.47677058,0.0097654015,0.39190084,-0.67168415,-0.20053674,0.25617167,-3.521116,-0.6171367,0.34647667,-0.20536202,-0.21054052,-0.8833435
Nppb,-2.2134929,-0.25340128,-0.83752894,-0.0695197,-2.7031603,0.5413065,-2.695305,-3.4361377,-1.1854515,-0.39145112,1.9796202,0.8033682,-0.11262035,-1.5988866,-2.3263426,-0.23353675,-2.5328717,1.170057,-1.580256,0.09291673,-1.7003388,-0.27790287,-1.8721267,-1.0955948
Nppa,-0.5660918,-1.0665172,-2.2784014,-3.4440374,0.88957644,-3.6887364,-0.22162375,-3.9685278,0.77936673,-0.8436524,1.0035934,-2.7727954,-2.2818928,-4.2037144,-1.0708957,0.36090863,-2.7159028,1.5483937,-0.41506866,-0.9982603,0.31255257,-2.2262385,-0.942902,-0.46538842
Fbxo6,0.13898554,-1.4978241,-0.94261533,-0.048822105,0.8201082,0.5462406,-1.9468484,-4.2654543,0.697888,0.3364343,-0.80531716,0.29191086,1.0339347,0.040730253,0.03161578,-1.7936999,-0.14631155,0.96682096,-1.3792633,-0.53771037,0.30097955,-0.04644613,-0.1377551,-0.15228206
Mir7022,0.16053975,-2.1430511,-0.6447136,-0.059066057,0.8222444,0.73687243,-1.8668457,-4.32161,0.2979617,0.35995287,-1.1319673,-1.2041485,1.1027281,0.28074676,0.3297168,-2.0102391,-0.030512631,0.969545,-0.96078545,-0.32271975,0.61682147,0.05275984,-0.05697584,-0.55300754
Srm,-1.4146775,0.33745357,0.25303528,0.23877892,0.14691219,0.87619776,-1.0738755,0.027444169,-0.13638708,-3.6840482,-0.27280408,0.95741105,-0.5976455,-0.056986112,-0.5148159,0.034217805,-0.09158668,-2.1950207,-0.4909036,0.08279371,-0.6935762,-0.90177786,-0.08144331,-0.58110535
Cort,-4.270717,0.65972817,0.580945,-0.07561916,-2.3634183,-1.3801333,-1.2062454,-0.3939322,-0.48590857,-3.8181984,0.68736684,-2.899448,-2.9306936,-0.8744257,-0.26285318,-0.2807337,-0.105644464,-0.57262087,-1.3396633,0.07313126,-0.35288718,-0.52269816,-2.6142378,-0.31320137
Klhl21,-0.6188652,0.22539172,0.07110646,0.6201834,-0.7922013,0.24370033,-0.23357973,0.37235564,-0.3443671,0.074306816,0.98858917,-0.2438834,0.36399573,0.667556,0.44839573,-0.33344054,-0.15577802,0.3959024,0.5913951,-1.5443318,-0.29432404,-0.63473845,-0.1800636,-0.20054725
Tnfrsf25,-1.3072574,0.34860107,-1.4366659,0.16031963,0.4901948,-1.1301411,0.0782889,-0.30111426,0.17437655,0.73739177,-0.65861344,0.84511614,0.45471323,0.31183985,0.44861108,-0.67120767,-0.10251518,1.2216625,-1.0939693,-0.2395931,-0.1096391,-0.096540146,-0.17965548,-0.18909656
Hes2,0.20746145,0.14174202,-0.6288289,0.39947328,0.13138369,-0.93196297,-0.26515415,-0.3617642,-0.10936879,0.16180253,0.03276009,0.18189871,0.07651591,-1.1646036,-0.6143422,-0.11999994,-0.084184445,0.64040554,-1.3415238,-0.02346798,-0.300326,-2.4514716,-0.0773149,-0.057277862
Gm833,0.1750817,-2.7664764,-0.69616497,1.578953,1.5746727,-1.0180234,-1.1840595,-0.4290617,1.6682165,1.7371072,-2.061133,-0.04216282,-0.76876426,-0.96392405,-3.8490574,0.078210995,-0.33443922,0.5133545,0.41556692,-0.115500614,0.12606028,-0.6617597,-1.4443878,-0.6841519
Smim1,-3.7286563,-2.290102,-3.0840757,-4.305887,-3.774859,0.109880894,-0.5179007,-0.26846904,-1.092798,-0.9766701,0.82475394,1.2820811,0.81172913,1.7003821,1.8515903,0.014265105,-0.17819114,0.53021365,-0.47853285,-0.7811301,-0.0071531236,-1.4511852,-0.4355677,-0.02064763
Tprgl,0.7960685,-2.0351348,-0.18840149,-4.1955824,-1.232348,-0.553808,-0.36331308,-0.13801995,-0.72738796,-1.2111611,0.43559164,0.44479388,1.2567475,1.5367768,1.5150038,-0.062588006,-0.26001838,-0.91115856,0.4520399,-0.100948796,-0.51553077,-1.7210019,-0.30452055,0.012811571
Hes5,1.6503949,-0.61045265,-1.3368487,0.6557505,0.13435721,-0.054463923,0.28933844,-0.12191307,-0.47559267,0.40283835,-0.5429485,0.5310704,-0.39569944,0.29181355,0.024962634,-0.3520963,-0.11130123,-0.24029277,-0.20285682,-0.028553873,0.75718176,-0.1904663,-0.007879432,-0.51074314
Gabrd,-1.5719302,-0.8590501,-0.40021592,-2.0798907,0.7283528,0.26091057,-1.2663698,0.44251204,0.83909833,0.6065807,-1.8578417,0.21793115,-0.6067697,-0.16093573,-4.1266146,-1.5771695,-1.0564156,1.2523826,0.6869637,-1.6569036,-0.83629405,-1.6608932,-0.18639655,-1.3693913
Tmem52,-0.6562737,-0.4215389,-0.23059638,0.1802842,0.16038314,0.56155854,-1.0804329,-0.21816063,-0.60504764,-1.170485,0.79983926,0.13068718,0.4672051,-2.5395927,-0.28469586,-0.29672897,-0.53384435,-2.5069058,-1.7373865,-0.3612177,-0.11939098,-0.43824792,-0.22869878,-0.20473322
Mmp23,0.56558347,-0.3307503,-1.5622389,0.09493895,0.25759894,-0.23465233,-2.5265768,-0.8280975,-0.20461808,-0.13875355,0.6292244,0.53497404,0.034239307,0.042529553,-0.83301735,-0.23994896,-0.058266927,1.5157208,0.28498438,-0.03933363,-0.32699478,0.13845728,0.009759031,-0.94409543
Fndc10,-0.47037774,-0.5966312,-1.0785117,0.6304474,0.7741289,-1.785649,-2.354951,-0.47753543,1.3951553,0.5688203,0.721477,0.7092511,-3.4582865,-1.0199351,-0.57080483,-1.524635,-0.25603583,0.59315366,0.7303277,-1.609646,-0.3020261,-0.26295024,-0.21283749,0.21970725
Atad3aos,0.2772777,0.19244152,-0.15677562,-0.58708465,-0.50087297,0.55508596,-2.220398,-0.19654953,-0.09451558,-3.0028045,-0.124148846,0.48436064,0.27575064,0.46409196,-0.48461816,-1.6978022,-0.19124517,1.1849697,0.02787289,-0.22423914,-3.660339,-0.90202785,0.17476165,-0.7884183
Mrpl20,0.1906876,-1.2454283,-0.49604717,0.120578855,-3.8818772,0.40029836,-0.69158006,0.24929664,-2.2132857,1.0308627,0.34329093,-0.050807923,-0.27847478,-0.115927905,0.51245165,-1.4427925,-0.56379366,-2.696846,0.45721674,-0.2304584,-0.4435949,-0.19891709,-1.9699335e-05,-0.12629837
Aurkaip1,0.41990858,0.27794498,0.17909274,-0.5834403,-0.61885023,-0.16557416,-1.5115079,-0.112671874,-0.22525643,-0.088737525,-1.19518,0.3967173,-0.07228728,0.12735844,0.10045013,-0.058875836,-0.11170488,1.0261343,-2.4372504,-0.13233078,-0.55300266,-0.08923138,-0.24560913,-0.1154165
Mxra8,-2.4511104,0.36831626,0.72303563,0.045299724,-0.8454803,1.1225019,-1.0142725,-0.06784591,-1.0693138,-0.41069734,-0.48026216,0.36560243,0.36171117,-4.178881,-0.58546525,-0.16710806,-0.107058145,0.38499048,0.86734235,-0.0206265,-1.556239,0.6336887,-0.12983796,0.014276452
Tas1r3,-1.8384048,-0.66374254,0.26124763,0.5203656,0.017085373,0.6535445,-0.74641806,-0.74830925,0.19770023,0.45822287,-4.5208206,-1.1710441,-0.061588913,0.2051411,0.17735898,-0.43365887,-0.9018021,-2.7647436,-0.23621786,-2.7520363,0.34096056,-0.2758584,-0.17026713,-0.78300345
Cptp,-1.0583894,-0.13662067,-0.35872254,0.62054336,-0.7578847,0.440421,-0.35319078,-0.91380566,0.60478085,0.55360144,-0.67492616,-0.72125214,-0.70301896,0.4897005,0.41742927,-1.4795284,-0.29486653,-3.1154583,-0.51415265,-1.8971252,0.5126257,0.044711933,0.021896064,-0.49947128
Pusl1,0.26322773,0.26665017,-0.35912964,0.55515665,0.8672451,0.74137664,-1.5245786,-0.23330502,0.8563635,0.38763702,-0.18799259,0.9373989,-0.39890987,0.57244676,0.37000355,-0.115400635,-0.05037394,1.4338368,0.45403308,-0.09535504,-0.65684533,-0.107800886,-0.5568079,-0.26029116
B3galt6,-0.15828666,-0.24621813,-0.44005308,-4.4362226,-0.45681575,-0.4310182,-0.10651518,-1.150747,-0.5005312,0.123467416,-2.3784096,0.6811303,-0.2963478,0.25195807,0.41221535,-0.082059905,-0.10189829,0.39716977,-0.5740372,-0.067370735,-0.2636378,0.10359621,-0.16018204,0.037922278
Tnfrsf18,0.49307096,0.76375973,-0.00938794,-4.219134,-3.392491,0.16744775,-2.7112799,-0.5465138,-1.3926102,-3.8940935,0.6255646,-3.2701027,-3.3748462,-0.2360743,-0.11991909,-0.22227094,-0.502614,-2.9786,0.69165194,-0.8351872,0.20205665,-0.4582998,-0.58112,-0.38494694
Mir429,-4.455991,-3.4665287,-3.2324095,-3.9555624,-2.5235295,-0.23375294,2.7045712,-2.6322062,-4.1791916,-4.023119,-3.9169388,-3.7975492,0.14677888,0.20173222,-0.43227088,-3.7062187,-0.5297145,-3.4880989,-3.6385458,-1.979221,-3.519773,-3.4392126,0.09662676,2.7539709
Mir200a,-4.4884906,-3.3608336,-2.9173257,-4.031185,-1.9035681,-0.39878994,2.7682433,-2.6586123,-4.3325186,-4.0268626,-4.021372,0.33830512,-0.1379157,0.21429753,-0.17098278,-3.768849,-1.2227826,-3.477106,-3.5931122,-2.5025523,-3.5514317,-3.7333927,0.19076616,2.7602346
Mir200b,-0.282444,-1.2104851,-1.4526094,-0.74639064,-0.85111004,-0.7273156,2.1702232,-0.811191,-4.609774,-0.07226,-0.5931199,0.6085349,0.5700871,0.31150463,0.009712011,-2.2556708,-0.23087928,-2.7775292,-3.4160206,-1.4357975,-0.6509844,-0.46586096,0.3429029,2.0434537
Rnf223,-1.051,-0.5019273,-0.45122018,0.37451434,-1.474238,0.78630626,0.51595974,-0.21790121,-4.0874557,-1.1769029,-3.4022388,-3.4958818,-0.27754223,-0.99504286,-0.56286585,-0.87021774,-0.16252762,-3.0268252,0.17441565,-1.997355,0.1597307,-0.16780573,-0.57457507,-0.33425313
AW011738,1.4222938,-0.96602815,-0.93419784,0.32982895,0.39925647,0.27657315,-0.22016305,-0.564316,0.33574447,0.6581547,-0.12308791,-0.20549718,0.6691755,0.4121186,0.5143189,-1.0045953,-0.49585655,0.9878777,-1.5041194,-1.4992406,0.40686888,0.4919817,-0.10174718,-0.07287791
Isg15,1.6583998,-2.472831,-0.70756215,0.5191465,0.23144099,0.711802,-0.17267995,-1.0729009,0.1440618,0.8639722,-0.2938807,0.17315468,0.7531624,0.5104837,0.73631465,-0.9987181,-0.35933918,1.4459125,-1.4487853,-1.3163059,0.42031288,0.66267294,-0.5299401,-1.2021298
Perm1,0.81315017,-1.6046472,-2.6860523,-3.451501,-0.24974298,0.6084832,-0.44748542,0.18125385,-0.17403561,-3.4196417,1.0071938,0.5458025,0.47420764,-0.3875091,-0.2255066,-1.1644729,-0.56381726,-1.8111947,0.07075137,-1.56034,-0.61220104,-0.27428573,-2.1941862,-0.57452655
Klhl17,0.38069063,-0.41939864,-0.37874085,0.8844389,0.57532275,-0.60664916,-0.04622736,-1.9683764,0.74331856,-0.8654491,-1.4604388,-3.6150663,0.6719934,0.5731474,0.80637085,-0.15377694,-0.14200488,-0.03459041,-0.66427934,-0.2081058,0.0012477487,-0.067462064,-0.3681935,-0.049548462
Mir7658,0.06596817,-0.56200254,-0.06323715,0.9141865,0.7300843,-0.6114372,0.05612342,-3.4065578,0.9223082,-2.383531,-2.1091547,-3.345134,0.57138056,0.48316216,0.8926525,-0.09625034,-0.17306674,0.2231035,-0.41075435,-0.1280732,-0.23806614,-0.13715349,-0.3078336,-0.069202304
Samd11,-2.5417862,-0.6356292,-1.220131,-1.1213304,-0.18684462,-0.29461548,-0.6871061,-1.9485457,-0.57853144,0.02942212,0.055809706,0.2255188,0.8020582,1.6519092,1.7946861,-0.6749515,-0.21838802,0.47691685,-0.19360474,-0.0864734,0.08970924,-0.063976645,-0.098368555,-1.4220287
1700109H08Rik,-4.07281,-0.3662132,-3.7246473,-3.9261653,-4.34217,0.27729797,-1.9268734,-0.874574,-3.6220658,0.9464623,0.3154037,-0.9117537,-2.756854,-0.23363888,-2.778497,-0.70330155,-0.9214852,-2.6637492,-2.2433496,-2.4248972,-3.652196,-0.3669362,-0.5573646,-2.0118568
Tmem60,-0.27967975,-0.5333153,-1.871672,0.33053616,0.06122002,0.47002554,0.2655659,0.15723923,0.5380643,-3.889749,-0.4534922,-1.1059864,0.17311165,0.40928555,0.9557786,-0.12057196,-0.16520414,-3.450773,-1.0243895,-0.1358141,-0.18101358,-0.29898006,-0.61388016,-0.552902
