,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Shared topic 11,Shared topic 12,Shared topic 13,Shared topic 14,Shared topic 15,H3K27me3 private topic 1,H3K27me3 private topic 2,H3K27me3 private topic 3,H3K27me3 private topic 4,H3K27me3 private topic 5,H3K27me3 private topic 9,H3K27me3 private topic 10
Nrm,-3.358129,-3.234567,-1.0068736,0.5310395,-1.0134704,-0.82072383,-0.76413995,-0.516389,-0.6574887,-2.9813006,-0.2880721,0.30607706,0.69624513,1.8869741,1.9882052,-0.11262578,-0.2653741,-1.0741289,-0.77186394,-1.5175985,0.36917055,-0.8776168
Ppp1r18,-0.5851332,-3.298305,-2.1779854,0.5244206,-1.2295566,-2.6657581,-0.9954229,-0.45533332,-1.4116118,-0.6822541,-0.35626346,0.38967162,1.1311896,2.0499914,2.0986857,-2.6961672,-0.28041917,-1.1480666,-0.7561434,-1.2774832,0.3997519,-0.059917748
Mir1894,0.005615875,-0.3845989,-0.22888719,-0.2895642,-0.01841557,-2.6543012,-0.19533229,0.47240168,-0.43435186,-2.1624148,-1.0880096,-0.4560513,-0.058294356,0.06239797,-0.09310684,-2.499203,0.00945735,-1.8077161,-0.21986096,0.07288805,-0.148195,-0.28921264
Mir877,-0.78149587,0.035439193,-3.4578934,-3.2506995,0.12595439,-0.43663365,-0.08413464,-1.7122037,0.2858287,-0.4248996,-3.2430632,-2.8994186,0.28304917,-0.3875806,-0.51442677,-2.1585827,-0.48799217,0.09133124,-0.15403503,-1.0352488,-0.7153577,0.23313767
Prr3,0.2469917,-1.0615709,-0.559531,-0.6680872,-0.13658577,-0.0038508475,-0.7954126,-0.7623727,-0.78013194,-0.10720451,-3.0411363,-0.072568685,0.106069684,-2.410547,-1.2129397,-0.16555034,-0.27737176,0.33809805,-0.36570588,-0.32149693,-1.5117478,-0.9942264
Gnl1,0.55358297,-2.5784376,0.17661619,-0.554935,-0.2194669,-0.8026008,-0.4539975,-0.9824248,-0.48316294,-0.3786864,-1.7681376,0.13254434,-0.19323145,-1.336643,-1.5554897,-0.73751545,-0.3718966,0.27282423,-2.0312319,-0.3379095,-0.381403,-0.74721205
H2-T22,0.07373831,-1.1298903,-1.7618848,0.49886644,0.86918354,0.3798011,-0.21390185,0.47789848,1.0508199,-0.13718095,0.47267646,0.7082014,0.38013202,-0.3329639,-0.27574784,0.15498164,-0.3209827,-0.69113064,-0.2647919,-3.0717661,-0.3658506,-2.6543238
Gm11127,-0.84048617,-1.4140078,-0.31359822,-3.6397443,-0.5182834,-2.213409,0.26099187,0.7488266,-0.36580428,0.4087847,-0.53894866,0.18975255,0.7569232,-2.1470046,-0.3327924,-2.8913603,-0.46302822,-0.05985056,-0.43915573,-0.92326087,0.48049176,0.6533612
H2-T-ps,-0.549615,1.05223,0.043539584,-0.26030928,-0.62426186,-0.09828064,-0.2772338,0.6919041,-0.23222972,-0.62217015,0.22259086,-0.28689814,-0.6757119,-0.1789465,-0.17565852,-0.39728713,-0.034932874,-0.28319427,0.012840267,-0.1954127,-0.05311093,0.076157466
H2-T10,-0.93026936,0.8438879,0.25027913,-0.17164506,-0.21237317,0.08374429,-0.15634255,0.78134614,0.00015286356,0.050718218,-0.07529036,-1.6141686,-0.8093109,-1.1224157,-0.80057573,0.10376902,-0.04209298,-0.40338695,-0.049258564,-0.10312998,-0.22008452,0.3180207
Gm7030,-4.0323277,0.8398034,0.4941532,-0.48315606,-0.8696098,-0.37782028,-0.08397651,0.68193144,0.0116522685,-1.1160468,0.30051458,-1.4648883,-1.4853134,-0.09443436,-1.1358021,-2.2245636,-0.015376437,-0.17517105,0.2804583,-0.5357826,-0.025626034,-0.16134351
Gm6623,-0.24153544,0.91172916,0.57353157,0.055201404,0.07720922,-0.12852538,0.1410171,0.79967266,0.3292493,-0.08894026,-0.4043234,-0.87174994,-0.4960857,-0.5853355,-0.40588206,-0.7149194,-0.055587344,-0.79092616,0.20721342,-0.09305995,-0.06412385,0.04306514
Trim15,-2.3729396,0.3212047,-0.12544914,-0.80274546,-1.9577756,-0.027926233,-0.9483343,0.60247225,-2.0637045,-3.2898943,0.28418282,-0.96977603,-0.42534754,0.6165448,0.5624623,-0.4936592,-0.080563866,-0.89850354,-0.22558708,-0.037641145,-0.06401245,-0.20464867
H2-M5,-3.1827288,0.291405,0.2314195,-0.2667802,-0.33571044,0.27967167,-0.11492621,0.53882504,-0.3290755,0.127975,-0.71764547,-0.6357871,-0.7512317,-0.23415953,-0.7580079,-0.4385963,0.026935779,-0.7063549,-0.85975903,-0.4825618,-0.034552604,0.4604373
Olfr90,-1.4869429,0.58987916,-1.5107945,-3.1604052,-0.38904828,0.36412388,-2.8757546,0.1825931,-0.46007183,-0.061039,0.94446087,-2.4888284,-1.237709,0.13118547,-0.39863512,-1.6501393,-0.47762418,-2.45721,-0.93538576,-0.45584247,0.27352506,-2.5575163
Ubd,-0.5244876,0.079427004,-0.17927308,0.013927028,-2.6723695,0.18274447,0.19422635,1.0208244,-1.6509111,-3.4774132,-0.32581532,-1.9341277,-0.83735204,-0.38698244,-1.3877486,-0.13578376,-0.07283027,-0.28355837,-0.07670045,-0.17807993,-0.06978746,0.5771558
Olfr94,-0.9159445,-0.03184804,-0.23034582,-0.3117307,-1.7655917,0.015730783,0.33658168,0.9667188,-0.96936995,-1.8780541,-0.44979745,-1.6498921,-0.7262387,-1.1697255,-1.0839461,-0.297247,-0.047324356,-0.46229276,-0.14600478,-0.05205811,-0.030130185,0.58742857
Olfr95,-2.2818863,0.7140637,-0.21545851,-1.5083805,-1.1047181,0.057828486,0.09064859,1.455638,-0.8103782,-2.7063818,-0.082411766,-3.5886266,-0.6576065,-1.35216,-0.9814326,-0.25892556,-0.07682276,-0.40909615,-0.8080277,-0.062394753,-0.13105944,0.73964906
Nfkbie,-2.6254892,-1.2448678,0.24061793,-0.13509503,-0.99597895,0.19343388,-0.37222043,0.107344896,-1.1611125,0.1113065,0.029870637,-1.6206727,0.3941133,0.7453724,0.8320109,0.391641,-0.09025474,-0.32302123,-0.34751236,-0.074732825,-0.0032866448,-0.17663524
Slc35b2,-0.4481591,-0.6997733,0.1595175,-0.27362588,-0.6572382,-0.46884763,-2.9284103,-0.38791624,-1.098588,0.0490748,-0.18182902,-2.0996962,0.8010366,0.34480906,-0.097890496,-0.22311984,-0.22207023,-1.7028275,-1.712305,0.2408033,-0.30403093,-2.4102373
Hsp90ab1,0.574499,-0.55009913,-0.09706117,0.5585118,0.22620222,0.2222341,0.11723697,-0.76426953,-0.10993658,0.2768635,-1.2461697,-0.22915377,0.24710605,-0.56518567,-0.504032,-0.7946221,-0.65226287,-0.017550528,-2.763861,0.19057658,-0.21611789,-0.19540839
Mymx,0.1638283,0.799103,0.3104361,0.30194467,0.41006514,-0.7233818,0.08041033,0.7977725,0.7597406,-0.14326607,-2.1168635,-0.49971235,-0.51100993,-2.506965,-1.6496621,-0.580282,-0.060534596,0.11659345,-0.23050167,-0.11485109,-0.06041942,-0.034812726
1600014C23Rik,0.6638735,-0.33801183,-0.2496505,-0.27558768,-0.29677302,-0.039553776,-0.51219386,-0.7335249,0.036901034,0.17618793,-0.18896194,0.38127643,0.16172111,0.2404547,0.032630764,0.4131997,-0.12906,-0.8291601,0.0037914738,-0.056516357,0.073408365,-0.5461862
Mir693,-0.7404629,-2.2875428,-2.2348242,-0.5622138,-2.5515099,0.2826774,0.07552397,-0.29071745,-2.561276,0.17268813,0.7817904,-1.9828662,-3.353613,-0.9146749,-0.54424787,0.6439755,-0.7560751,-0.27079758,-0.63350713,-2.9384406,-0.38851348,-2.3112564
Lrrc73,-1.0996339,0.77228266,0.48836172,-0.5619342,-2.6277592,-0.22503006,-0.4541213,0.630562,-2.430355,-2.0585637,-0.68422544,-0.03525389,-0.3080092,0.5188948,0.47864205,-0.74300075,-0.03669714,-0.52079964,-0.14240289,-0.39003393,-0.2744509,0.46578544
Crip3,-0.25473717,0.40615678,0.42382073,-3.514671,-2.8039882,-1.3850644,-3.5586379,-1.6483793,-0.32492563,-0.88704854,0.47897363,1.0200258,-0.35772964,0.017600387,0.10497308,0.6760519,-0.35332888,-2.985086,-1.0056812,0.06754553,0.28544784,-0.6153759
Dnph1,-0.45130476,0.6206849,-0.043165445,-0.038458258,-0.8698401,-1.0848088,-1.3976382,0.1868191,-1.1233184,-1.790111,0.31366307,0.00905399,-0.16743554,-0.45400319,-1.0865824,-1.7287922,-0.071005225,-0.25708455,-0.14199604,-0.11087003,-0.1049019,-1.4709007
Mir6976,0.0750404,-0.44104224,0.4368145,-0.38096717,-0.61057544,-2.7762518,-0.37267834,0.21606055,-1.9649222,0.68323016,0.36586064,-0.29052505,0.21567431,-1.5619055,-0.013054416,-2.6286688,-0.1620989,-2.8177748,-0.5740806,-0.2101576,-0.19822901,-0.5187309
Klhdc3,0.2972799,-1.751531,-0.7382721,-3.6267917,-0.56340516,-3.2200952,-0.909236,-0.25851882,-0.59213877,-1.8196464,-0.25932434,0.44837534,0.13906968,-3.1126518,-0.63773894,0.004056871,-0.38537785,-0.5241125,-0.27056313,-0.5817173,-0.28276682,-0.37040588
Mea1,0.3700065,-1.3514073,-0.6506225,-3.625775,-0.51859266,-3.1389275,-0.94538844,-0.39177343,-0.59789777,-1.8277627,-0.41557035,0.5131547,0.09755838,-2.8685896,-0.46036834,0.024791509,-0.3416007,-0.4875629,-0.3429884,-0.411633,-0.14595558,-0.5042255
Gnmt,-1.1901317,0.677971,0.10541582,0.47351122,-0.6180113,-1.0729783,-3.4001794,0.44678158,-0.61936116,-0.61543727,-0.09111945,0.2480514,0.15026416,-0.2489594,-0.98472303,-0.8647364,-0.04731354,-2.3366191,-0.16184455,-0.42778444,0.12491906,-1.5465044
2310039H08Rik,-0.7575838,-1.6385149,0.12461299,-3.6043305,-0.56241655,-2.7501018,-2.6521513,0.4952212,-0.45451954,0.16252267,0.17351621,-0.42175227,-0.08002791,-1.1461773,-0.2391574,-0.5956339,-0.4742688,-0.665368,-0.49866638,-0.37272024,-0.5330744,-1.1061689
Tbcc,0.86129,-0.17885424,-0.4245945,-3.7851398,0.2826008,-0.6072907,-2.27534,-0.77553827,-1.0923128,0.62484473,0.42560023,0.7508056,-0.22382228,0.2217241,0.04138948,0.81108487,-0.23210517,-0.8731321,-0.11106514,-0.6875852,-0.14299956,-0.59676254
Tomm6os,0.17235991,-1.5192851,0.030890882,-3.6184878,-0.20261693,0.63210505,-1.9413086,-0.88991565,0.24546248,-3.4696646,-0.47543883,-3.1510305,-0.3459758,0.23855656,0.04128924,0.7325574,-0.25250703,-0.5998318,0.45408577,-0.51269424,-0.63361657,-1.4769312
Tomm6,-0.037122414,-0.90908176,0.12526509,-0.4820113,-0.572152,0.20543253,-0.3350472,-1.3201072,0.13098043,-0.601359,-0.036908805,-3.3846483,-0.21750109,0.15219364,0.18588257,0.86553776,-0.1899163,-0.88183534,-0.1481131,-0.19502717,-0.41223246,-1.300573
Prickle4,-0.16427009,-1.6766435,0.20891851,-0.5598175,-1.1294007,-0.5002731,-0.079863064,-0.81772,-0.20122653,0.05738765,0.29643854,0.04235357,0.50538784,0.9515786,1.0914503,0.62796116,-0.17986616,-1.1921047,-0.2504878,-0.3866854,-0.2842397,0.10284647
Frs3,-0.71610844,-1.9748632,-0.5527241,-0.60427034,-2.060861,-1.092957,-0.13581774,-1.5373201,-0.2986204,0.521884,0.50953794,0.7097723,0.9856385,1.2399673,1.1695287,0.77626115,-0.17049709,-0.8844952,-0.619752,-1.1973951,0.14155737,0.13316935
Frs3os,-2.5632417,-1.785328,-2.5246696,-3.4270766,-2.3108702,0.38664663,-2.0999112,-2.2557902,0.3414064,0.90891457,0.64882606,0.9859488,1.2478139,1.3544786,1.0693353,0.7301442,-0.23658359,-0.27145898,-0.6345093,-2.3605783,0.5060122,0.10950282
Mdfi,1.4460188,-1.6592294,-2.7906199,1.6138242,1.0305997,-0.33462846,0.024482906,-0.8834164,1.6591823,1.3887498,-0.67897004,-0.32480133,-0.5331023,-0.083358236,-0.017726444,0.1286838,-0.15311715,0.30373853,-0.4994429,-0.81610507,-0.3103605,-0.705846
Foxp4,1.8018878,-3.8183272,-2.7196455,1.6408105,0.65936446,-0.4496673,-0.1455518,-1.3750799,1.1685361,1.7377754,-1.47007,0.026376247,-0.3713308,-0.3622658,0.004325453,0.16694903,-0.4009587,0.38227722,-0.5804862,-0.9061032,-0.5696498,-0.11548798
1700122O11Rik,1.324491,-3.6045618,-0.31048742,1.0949256,0.8314846,-0.046050493,0.2262367,-0.26932967,1.0492753,1.1608517,-0.08634431,0.100481495,-0.38677776,-0.084807634,0.006148841,0.43772408,-0.102648616,0.42527124,-0.44852364,-0.36731097,-0.07459968,0.20522127
1700067P10Rik,0.97433734,-4.328497,-1.6663071,1.0184493,0.22716638,0.06208568,0.61984175,0.59265673,0.74582726,0.9071765,-0.11106941,-0.5769484,-0.6027212,-0.16279967,-0.19695249,0.109152585,0.025335375,0.57637584,-1.838192,-0.33287343,-0.6977802,0.52976876
Treml1,0.2723676,-1.2943125,-1.5403643,-3.0445395,-1.5426371,-0.22960766,-0.6464233,0.13701981,-0.36136872,-2.979159,0.24277025,-0.25462946,-0.96457016,-0.22590795,-0.37172523,0.003488332,-0.43119383,-0.45528415,-0.3460261,-1.8281407,-0.27039552,-0.4249382
Apobec2,0.23438483,-0.5197908,0.3441612,0.37764698,0.41445887,0.5614033,-2.0072951,-0.51131797,-2.1380925,0.30447483,0.53242385,-0.07169452,0.733837,-0.10346633,-0.17380074,-1.9057972,-0.69396615,0.1276738,-0.7608405,-2.4553018,-0.39467248,-2.6499615
Tspo2,0.75980246,-2.2941027,-0.17268357,0.042575687,-0.1304447,-2.8672895,-3.53231,-3.2544785,0.0080758035,-3.1491725,-0.24225873,0.53990656,1.0690434,0.46556735,0.8607999,0.28407788,-0.43420434,-2.6008515,-1.6930499,-1.0093865,0.010124475,-0.27702782
Zfp959,-2.136404,-1.301103,-2.8378282,0.9536731,-0.22352265,-0.33755735,-1.7010394,0.2628709,0.06872019,-3.1973305,-0.44849807,0.37283087,0.93831253,-0.52663875,0.007565886,-0.6363741,0.52893865,-2.1977046,-0.34839514,-0.73371017,-0.3617767,0.208325
Ebi3,-0.41832665,0.53193516,-1.4924773,-3.4791968,-3.4682634,0.57769203,-2.784151,0.6154694,-0.9873103,-0.7956118,0.32841897,0.8918638,0.71389043,-0.88727295,-0.43482876,0.32213047,-0.14666079,-0.84384567,0.14250606,-0.51420796,0.50829536,-0.5626987
Shd,-3.4503157,-2.7052484,-0.94059765,-0.510442,-2.464945,0.074545205,-0.45572454,-1.2991835,-1.3595297,-0.76107097,0.47345895,0.5233821,0.606922,0.6501113,0.81828403,-0.0705284,-0.13878648,-0.03758648,-1.3986682,-0.18043648,-0.013190344,-0.11556046
Lrg1,-0.48572868,0.86365044,0.056917876,0.60312134,0.035269197,-0.48249874,0.11631121,0.7267973,0.3014688,-0.031867206,-0.46015987,-0.45638883,-0.67447656,-0.7394181,-0.89677835,-0.2562818,-0.06530012,-0.25159925,0.1390729,0.038907588,-0.2879646,0.29940733
Mir7b,0.119110614,-1.4994881,-1.6049924,1.1249487,0.8065717,-0.5346606,-1.5630512,-1.5291677,0.54417044,0.2078946,0.5250966,0.82133865,-0.33779138,-0.5351244,-0.17548133,0.026695132,-0.13465583,0.052141666,0.17032653,-0.15294944,-0.39543948,-1.6348146
Rpl36,-0.5427066,0.2314552,-2.2120175,-3.312418,0.46539235,0.19332868,-2.517101,0.367813,-1.4314244,-3.4035928,-0.53372246,-0.3911549,0.15589964,-2.4655766,0.17710114,-1.290957,-0.32542038,-0.58314526,-2.3059537,0.059797943,-0.026203692,-1.2728401
Prr22,-0.029231936,0.18067288,0.15497664,-0.59933746,-1.6461861,-0.12086192,-0.14420694,0.09048614,-0.04990828,-2.3403647,-0.11597012,-0.5670327,-1.4572368,-0.57311904,-0.47833344,-2.8946078,-0.31707004,-0.9955191,-0.3502176,-0.22967426,-0.35529447,-2.0357938
Clpp,0.18814868,0.23968029,-0.917111,0.20347768,-0.88767356,-0.6334479,-1.4831896,-1.1411761,-1.0974493,-0.76713896,-0.57429516,-2.6891136,-0.50736046,-0.6162647,-0.08135119,-2.0913696,-0.35368067,-1.8777115,-0.36651176,-0.52669543,0.18932927,-0.30750582
Alkbh7,0.2873059,-0.25622803,-1.6003522,-0.43287936,-1.5708591,0.44678056,-0.92218435,-2.7645862,-1.2035594,-3.2972946,-0.7548301,0.13931358,-1.6386728,-0.14774537,-0.275948,-2.190691,-0.40555283,-0.56686443,-0.35991198,-1.0088521,0.0132187605,0.0932821
Pspn,-3.7417362,-3.0504985,-3.4152641,0.31085908,-0.102668226,0.13377488,-2.6035848,-1.98008,-1.0565056,-3.6695926,0.1970849,0.50314116,0.65127444,-1.0059892,-1.0600734,-2.473446,-1.9226346,-0.6848254,-3.4890075,-0.7490713,-0.0065554976,-0.90227747
Slc25a41,-0.3698327,1.1295049,-0.46282756,-0.27153558,-0.84136164,-1.626044,-1.0112116,-0.026788093,0.5307671,-0.957564,-0.24448799,0.79823095,0.10615918,0.06190975,-0.35198793,-0.3787431,-0.16075811,-1.7890253,0.13938299,-0.36101002,-0.08354437,-0.1652596
Tnfsf9,-0.68600714,-1.6623701,-1.0078776,-1.1281517,0.05602236,0.00093461573,-0.20508802,-0.17055067,0.19876403,0.1689994,0.09985435,0.31534243,0.05516012,0.27137503,0.4007781,0.7497073,-0.12244622,-0.06674553,-0.15484136,-1.6679947,-0.11135718,-0.16129678
Mir6978,-0.96901524,0.08587104,0.000771448,-1.1844726,-0.20188215,0.4683528,-0.8838845,0.24507311,-0.65029156,0.18337631,0.5314477,-1.3807199,0.13441956,-0.5795628,-0.01544337,0.095003664,-0.10844348,-0.40944254,-0.23573315,-0.19900051,-0.08272512,-0.26270938
Tgif1,0.68971384,-0.58026695,-2.2798555,1.4721913,1.6080793,-0.14592418,-0.16072321,-3.2813613,1.8968475,1.0869148,-0.76730335,-0.96806717,-0.14978018,0.010469943,0.45291424,-2.1951852,-1.0538783,0.56634474,-0.5223106,-0.027536437,-0.66049325,-0.50086737
Ttc39d,-0.628033,-0.7338422,-2.1380496,-2.7444453,0.14620912,0.6919458,-0.0850271,-2.5373445,-3.7980278,-2.935052,-0.668943,0.4872049,0.9924078,-2.0976262,-0.39580995,-1.9659296,-0.83337,-1.214689,-1.1443555,-1.4250355,0.28360558,-0.5226184
Gm19689,0.32616282,-3.0053155,-1.2309719,0.22540191,-0.08951618,0.20317155,0.39022633,1.7906669,-0.035409775,0.53977066,-0.1959981,-0.30751964,-1.4024394,-0.1889916,-1.6529642,0.24413314,-0.13568328,-1.6544561,-0.4829677,-0.8906096,-0.61416245,1.8122877
Pkdcc,0.6181725,-2.426641,-1.6145034,0.30359328,-0.031579196,0.07442905,-0.109541565,1.379593,0.18057273,0.67557716,-0.36825246,-0.38063276,-0.63798374,0.3158572,-0.075122654,0.04531593,-0.061244145,-0.5720538,-0.82878286,-0.28343472,-0.55459785,1.4723529
Zfp36l2,0.7400304,-0.636608,-0.80299336,1.7728378,1.2935319,-0.51942205,0.20705947,-1.7891561,1.700222,1.095032,-0.6364738,0.43915188,0.009162985,-0.24901001,-0.8743094,0.15659283,-0.6802406,0.17940482,-0.082697116,-0.2835656,-0.6265543,-1.2807337
Mir1893,0.5858264,0.2786349,-1.4376438,0.42764932,0.05636561,0.40894538,0.21143681,-0.9120643,-0.51309687,-0.03472139,-0.8365956,-0.5129763,0.41421914,-0.46807903,-0.8234309,-1.0667756,-0.09909691,0.15190223,-1.4713962,-0.9519495,-0.5172461,-0.78483814
Fzd8,-0.014590904,-3.27402,-2.126562,0.2297757,0.1962882,0.1545305,-0.5625986,-1.0418446,-0.28733975,1.1037166,-0.38117358,-1.0934839,-1.7168074,0.68408835,0.25415567,0.84498715,-0.15800045,-0.30121306,-0.18677501,-0.9053992,-0.1916406,0.5432673
Mir1901,0.3568113,0.41018757,1.002304,-0.55936754,-0.18115677,-0.5285784,0.4638058,-0.20036872,-0.81919485,0.22295398,-1.5714998,0.075923964,-0.401405,-0.2907125,0.18907797,0.08212553,-0.12991641,0.56708854,0.5323941,-0.34340742,-0.09953049,-0.088439316
Zfp521,0.8083522,-0.6904183,1.9843931,0.73689,0.49950105,0.1863538,0.2194072,-2.8493717,0.20477346,0.4969253,-1.2341316,0.52208394,-0.19348997,-0.8462933,-0.41373682,0.5785632,-1.6167766,0.66481894,-0.11174202,0.88596183,-0.73198074,-0.6101664
Gm15972,-0.096226975,-0.9525775,-0.045892138,-0.24981199,-2.9356706,-0.45091304,0.25852433,0.69732153,-1.6900856,-1.8828266,-1.4112563,-0.9919122,-0.3195148,-0.30614287,-0.5532895,-2.0077417,-0.029254882,-0.68443596,-1.4720962,0.141638,-0.0432771,0.33639562
Bin1,-0.6296663,-3.2573144,-0.7686803,-0.6315348,-3.7328546,0.41270435,-1.3264617,0.32370907,-3.063143,-0.5583252,2.7088976,1.1835386,0.2735563,0.7067801,0.5219732,0.58916897,-0.5417044,0.27558795,-2.185264,-1.3905097,-1.1385806,-0.73527133
Epb41l4aos,-0.2215502,-0.5669096,0.13382772,-0.23067966,-1.4302602,-0.25580895,-1.4895266,0.13969874,-1.2961698,0.41366702,0.061918586,0.58690155,-0.73526967,-1.1207864,-0.7971028,0.7133136,-0.2553888,-0.20108116,-0.2910883,-0.9643397,-0.65970933,-0.26013684
Snhg4,-2.6752279,-0.046566367,-1.7178594,-0.18500096,0.0050311685,-0.55716014,-0.46880212,-0.44653717,-0.94498724,-0.024288505,-0.047783583,0.57694,-0.04881242,0.11790693,0.004829973,0.5762318,-0.28675348,-1.9095099,-0.8218238,-0.41229185,-0.3435183,-1.415221
Mir1949,-2.3005795,0.20802754,-3.0404992,-3.2344012,-0.32546502,-2.489243,-0.03740263,-0.3066062,-1.0306457,-3.1791298,-0.7155936,0.3437093,-2.5220842,0.056651592,-0.7904321,-0.3755228,-0.39609784,-2.554972,-2.4625218,-1.5692565,-0.121500164,-0.76287556
Snora74a,-3.6287243,0.26243633,-3.255746,-3.2875936,-0.27973577,-3.6016803,0.16089201,-0.38929433,-0.63091755,-3.7260394,0.015360773,0.14317757,-3.5825977,0.25266296,-0.82237417,-3.0537524,-0.110919595,-2.8265653,-0.8741672,-1.8924667,-0.32607114,-2.4273775
Spata24,0.5488068,0.9009955,0.22557524,0.61984104,0.19422838,-0.14781378,-0.009138554,-0.03990426,0.5000852,0.33850464,-2.151437,-1.5102268,-0.5017577,-0.26263785,0.16611832,-1.0196438,-0.09852795,0.020829096,0.029024936,-0.27370787,-0.38673124,0.12705462
1700066B19Rik,0.09646219,-3.358754,-0.51369274,-3.264399,0.6425946,-0.29394177,-1.762457,-2.7070432,0.01688075,0.761286,-0.27598733,-0.70262915,0.013707697,0.559096,0.4569444,-0.6485323,-0.49290568,-0.0987021,-0.33521256,-1.0935498,-0.48679978,-0.5865609
Slc35a4,-1.1601907,0.07297009,-3.4138687,-3.4082568,0.2183147,-3.204466,-1.0815642,-0.21955588,-0.3013371,0.46755183,-1.5545368,-0.0074599385,-0.78788966,0.6172271,-0.3616597,-2.3118649,-0.6328125,0.3421662,-0.94752073,-1.8517773,-0.7012534,-2.5921183
Cd14,0.29192376,1.1169429,0.41334325,0.07648732,0.31960288,-0.53387487,-0.050862126,0.4768499,0.5113875,-0.10305381,0.017175592,0.16625096,0.2735279,0.44430065,0.6341771,-0.41553313,-0.04717051,-0.12130623,-0.0055873245,-0.051947773,-0.14134862,-0.1465157
Ndufa2,-3.627721,-3.4840739,0.07824272,-3.6650705,-0.62622124,0.36450076,0.29800713,-0.2210719,0.08486384,-3.8274288,-1.1831576,0.07408601,0.3628912,0.6568961,-0.07825577,-3.239474,-0.70428133,-0.18308705,-3.4294913,-0.8128675,-2.3605695,-2.347175
Vaultrc5,-0.5314375,-1.5487515,-0.94496554,-0.65852773,-3.0535536,0.39775586,-0.9067269,-3.3192017,-1.2194531,0.4541464,0.1438669,0.30243683,0.18316102,0.18468916,-0.17578405,0.80657995,-1.5033127,-0.31231296,-0.26591283,0.0715248,-0.09024444,-2.6204553
Rell2,-3.5452142,0.97505856,-1.3111866,0.23827904,-0.77888155,-1.2194057,0.018220693,0.015316874,-0.6133435,-0.8143374,-0.9613335,0.7841538,0.7719947,-0.8695566,0.08147365,-2.9273252,-0.30825406,-2.8983145,-0.559482,-0.34414408,0.0560939,-1.7659087
Mir6981,-2.8020399,-1.3574319,0.13706672,-2.7425475,-0.32389238,-2.2328215,-0.838835,-1.8541536,-0.6026541,-2.0071135,0.57638156,1.345439,0.4093064,-3.1053736,-1.0034704,-0.11281568,-0.36923712,-0.89798105,-0.90660185,-1.0569379,0.34253412,-2.7391105
2900055J20Rik,0.34350207,-1.2301229,-0.7308965,-2.7144876,-0.99598014,-0.39271593,0.34850615,1.055203,-1.301077,-0.21604115,0.11406106,-3.9018147,-0.9981786,0.29486123,-0.75581986,-1.3071295,-0.07443715,-0.6384027,-0.702724,-0.84847146,-1.3652493,1.1849184
Gm4013,-0.04348415,-0.58604395,-0.35152245,0.38406807,-0.32695836,-0.035477504,-0.56017315,-0.52411735,-0.19448446,-0.32583445,-0.044054635,-1.2263174,0.12881455,-0.12444824,-0.26904857,-0.14820832,-0.16731001,-1.973825,-0.18337595,-0.17111607,-0.17608196,-0.09333748
Mospd4,-1.8174199,0.8426444,0.1781604,0.0810965,-0.18274133,-1.3064023,-0.07124011,-0.6856793,-0.34378478,-0.5524135,-0.9614339,-0.38018456,-0.8708948,-0.1318012,-0.09163883,-0.028863506,-0.053251293,-0.15547219,0.054336905,-0.2143076,-0.079250135,-0.08230157
Gm10536,-3.7442162,-2.8451684,-0.7830173,-2.7465024,-0.7306716,0.10643691,-0.6753354,-3.4710796,-2.0396357,0.9493208,-1.2129273,-2.6459959,-0.99949414,-0.6932825,0.28096145,-0.03929168,-0.4045634,-0.54457563,-0.34227765,-0.80464417,0.4004016,-2.3701665
Mir5107,-1.3197042,0.11026311,-2.3901339,-3.275857,-3.7812827,-2.5275803,0.7517669,-2.3999531,-0.9804128,-3.6585405,0.5680381,-3.5942547,-0.10304552,0.2014941,-0.5417915,-2.302427,-1.0779723,0.2313106,-2.853846,-0.46328843,0.15725803,-3.112849
Arsi,0.8901361,-2.7266529,-0.60041213,0.88971287,0.50940865,-0.0071876124,-0.12244334,-1.3125288,0.80945694,-0.17437826,-0.18486851,-1.3820413,-0.74551344,0.13043074,-0.3275581,-0.12519503,-0.075503916,0.13187486,-0.20115536,-0.2001293,-0.062982544,-0.13341528
Mir7220,0.9693669,-0.69368315,-2.378679,-0.54696935,0.41553903,-2.7714422,-1.0629071,-2.6963866,0.41299772,0.76893854,-0.8092397,-3.3913648,-3.287392,-0.7604179,-0.08642171,-1.0964658,0.60360056,0.0798035,-0.07927056,-0.86233723,-0.32770565,-2.2699027
