,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Shared topic 11,Shared topic 12,Shared topic 13,Shared topic 14,Shared topic 15,H3K27me3 private topic 1,H3K27me3 private topic 2,H3K27me3 private topic 3,H3K27me3 private topic 4,H3K27me3 private topic 5,H3K27me3 private topic 9,H3K27me3 private topic 10
Mir3547,-1.0574058,0.8970975,0.109570816,-0.5115179,-0.36713552,0.3912138,-0.3534463,0.7652791,-0.20131253,-0.50760007,0.37478027,0.19368288,0.051617928,0.058045633,0.25865674,-0.02247606,-0.049672317,-1.1355166,0.001233343,-0.0650276,-0.1142402,0.25228173
Gm17801,0.25822517,-0.19829015,0.32775843,0.12844962,-1.6061847,-0.6950667,-0.027339086,-1.9187603,-1.2144375,-0.5752491,0.3657444,-0.0891296,-0.12578362,-0.5439435,-0.19495846,-0.4971177,-0.29580933,0.29380867,0.3221244,0.11946842,-0.35130614,-1.6693056
Prss34,-0.48314255,-0.79753745,-0.12088022,-3.0753188,-0.29201198,0.056314632,-0.6437387,0.15412295,-2.1577268,0.092776,1.1385343,-0.29913628,0.024048805,-0.106875844,-0.20892698,-0.9170453,-0.15064773,-1.4217348,0.23233753,-0.12197876,-0.37180394,-1.0607564
Tpsab1,-0.63665456,-0.75497675,-0.27051687,-0.5577736,-0.34428507,0.30394468,-0.018023267,-0.5524841,-0.18732022,0.20539287,0.63431317,0.4610499,-0.41404328,-0.5059337,-0.644156,0.19867808,-0.14224914,-0.56220627,-0.04263617,-0.46376154,-0.007990345,-0.98311216
Tpsb2,-0.027416408,-0.12083626,-0.56943667,-1.2472149,-0.9464945,0.355205,0.13214478,-1.615926,-0.76629776,-0.89972955,-0.0032066107,0.5301951,-0.6818867,-2.207066,-1.5559247,0.98368347,-0.1768373,-0.1834238,0.12130526,-0.14381324,-1.2496146,-0.44008785
2810468N07Rik,-0.10470463,-2.5465431,0.15857449,0.54738456,0.15255646,0.2688386,0.071045205,-0.6038744,0.49577057,0.5014757,-0.3831423,-0.11752985,-0.062042065,0.07930904,0.18953064,-0.11829201,-0.052615054,-0.4306032,-1.065904,0.21047282,-0.43956006,-0.09678912
Sox8,-0.27729112,-3.7095017,0.0597462,0.61884516,0.2272439,0.013976358,0.11273041,-0.7880494,0.5587481,0.5494857,-0.88086075,-0.32881498,-0.06228488,0.032832414,0.21642262,-0.56686753,-0.07425681,-0.3625354,-1.4439404,0.17038478,-0.38819578,-0.13184488
Gng13,-0.31227905,1.0447824,0.23186937,0.017102994,0.2618335,-0.09197058,-0.0028827265,0.5767402,0.3671899,0.46434343,0.35480756,0.026614174,-1.0521611,-1.0013508,-0.7455838,-0.38356265,-0.053313155,-1.1964167,-0.023429697,-0.066337645,-0.04990212,0.031350262
Rpusd1,0.005105585,-1.3362033,-1.8679141,0.38307208,0.43806458,-2.9353697,-2.5432024,-0.63304895,-0.4554665,0.32212394,-1.1071709,-0.07523316,-0.21454042,-1.3966354,-0.6204088,-2.113052,-0.31707945,0.16288617,0.17010677,-1.1068211,-0.048580438,-0.16936661
Mir6966,-2.9147482,-0.8151541,0.8147968,-3.2907348,-0.8491427,0.016331196,-1.8609527,0.050525665,-2.1845956,-3.5624402,-2.6478405,0.43955326,0.70225406,-3.4863882,-1.7914491,-0.09073055,-2.8529277,-2.0330374,-0.30118275,-0.29164243,-2.4271522,0.940971
Ccdc78,0.5270754,-0.5671797,-0.17490593,0.7631514,-0.8352141,-0.7219881,-1.347925,-0.29160774,0.10514405,-3.545841,-0.13363391,-3.3943076,-0.23958822,-2.2167172,-0.015430063,-2.1358442,-0.3147008,-1.9850867,-0.43475845,-0.15026036,-1.5317528,0.080209464
Fam173a,0.3589186,-0.1646889,-0.8200852,-0.21135545,0.680043,0.86113787,-2.5598307,-0.9148082,1.0117811,0.55176324,-0.34974134,-2.972715,-0.27390742,-2.7732456,-0.23560196,0.43717933,-0.33252472,-2.4206955,-0.10499789,-0.53657895,-2.6203194,-0.37086695
Metrn,-0.36070806,0.08075501,-0.95784897,-1.1248507,0.30975848,0.66339666,-1.1932102,-0.29779392,0.1366665,-0.26512134,-0.24493119,0.6000256,-0.35383046,-1.6124709,-0.33701453,-0.53059113,0.12808442,-0.97216517,-0.277437,-0.8504417,-1.5747712,-0.21619134
Jmjd8,-0.21646498,-0.51823545,-2.3733673,1.0191954,-0.25328943,-2.9544291,0.046824783,-0.032248855,-1.1064371,-0.528155,-0.7318512,-0.9509292,-0.20253122,0.047785223,-0.2904272,0.838922,-0.2223645,-0.6722344,-3.0705514,-0.41967523,-1.3611823,-0.24386185
Stub1,-0.069986716,-1.5390006,-0.016640201,0.50715613,-0.9323156,0.63022655,-0.66162103,0.14411333,-0.30230376,0.2344116,-2.0363407,0.006162703,0.28069085,0.3123688,-0.6556617,-2.782062,-0.10666296,-0.08856985,-0.9227369,-0.40766293,-0.64804983,0.3336972
Mir3082,0.06492883,-1.529376,0.24246883,0.66062045,-0.5341692,0.70720387,-0.670493,0.17534238,-0.24934019,-0.45029667,-2.7383633,0.0197303,0.38448274,0.4936794,-0.6254192,-2.5854719,0.3278975,0.098070025,-0.5656146,-0.6296022,-0.7987472,-0.03612338
Rhbdl1,-0.7606927,-2.4994493,0.27738923,0.07479495,-0.865405,0.65324646,0.02042076,-0.41919845,-0.14831404,0.2503342,-0.92726254,-0.34380797,0.11794111,0.13769808,-0.7016854,-2.6358817,-1.7710657,-0.08429563,-0.48545,-0.42920616,-0.33091542,0.12395078
Mettl26,-0.57123,0.40336442,0.68843377,-0.3651324,-0.37221196,-0.16492978,-0.5047967,-2.688296,-1.437086,0.66065276,-1.0088212,-1.4494255,-1.3264134,-1.0467422,-0.90844476,0.8169478,-0.43657756,-0.12953159,-0.29307628,-0.4941978,-0.36944684,-0.3585236
Gm10012,-0.5395598,-1.7514833,0.4847479,-0.6577885,-1.1162682,-2.8632255,-0.3559822,-0.7496723,-0.16127896,-3.2707791,-2.470529,-1.2944027,-0.33696634,-0.32208508,-0.11497536,-0.11240649,-0.26098,-0.25087222,-0.3202901,-0.25651017,-0.03534299,-1.273899
Nhlrc4,-0.213835,0.4537295,0.05350542,-0.2512681,0.20883211,-1.152949,-0.14704567,0.37109995,0.33843002,-3.2731028,0.3333514,-0.2559834,-0.07650815,0.8074141,0.95180404,0.07107417,-0.10276045,-0.30029404,-0.17152047,-0.1949437,-0.3735827,0.32300323
Nme4,-1.3092374,-0.3948801,0.020230353,0.60201085,-0.6502469,0.7268013,-1.9881172,-0.8752379,-1.8822644,0.0009482205,0.057860672,0.108658075,-0.08276829,-1.8332206,0.25260776,-2.1236506,-0.34373635,-0.680663,-1.8553498,-0.9460156,-0.3013863,0.17232704
Mrpl28,0.0244098,0.6862173,1.0297364,-3.7685826,-2.2186701,-0.95699024,-1.4568202,0.50522333,-0.46175888,-0.48214749,0.5234505,-0.90822875,-0.8285609,-0.4897247,-0.8434144,0.22818512,-0.12531735,-1.0339556,0.24919087,-0.022883609,-0.0062343627,-0.29012132
Pdia2,0.37071338,1.0357028,0.6219295,0.73807514,-0.18711933,-0.35094467,-0.41517806,0.7962172,0.1596535,-0.27130508,-0.36711577,-0.2374345,-0.5226449,-0.6048696,-0.72005016,-0.2764453,-0.05771085,-0.26702592,0.05898094,-0.008845963,-0.08876039,0.38764068
Arhgdig,0.34345105,1.027231,0.6067082,0.76218295,-0.13922197,-0.38405287,-0.27433258,0.7998138,0.17465563,-0.29748926,-0.19690602,-0.25323802,-0.46397346,-0.4283912,-0.48829636,-0.18033616,-0.057542674,-0.297564,0.09958853,0.009364694,-0.06949057,0.44350675
Mir6968,-1.0090058,0.27782267,-0.4023462,-0.09672423,-1.426186,-3.4134467,0.034108907,-3.114622,0.27673298,0.31870627,-1.5379393,-0.8458259,-1.5894893,-0.26257688,-0.15405262,-2.6904466,-0.32415256,-0.22297648,-0.01877302,0.16953409,0.25110173,-2.095545
Cuta,-1.59516,-1.4096633,-0.2764535,0.40305334,-1.1549795,0.50967824,-1.1967258,-2.5363255,-0.11223577,-1.2880867,-0.16644308,0.07691491,0.72453356,-0.76349306,0.2896923,-0.82369584,-0.020626828,-1.1519449,-0.3570019,-0.074971355,-0.108355924,-0.21055594
Mir3083,-1.2856094,-3.0971365,-0.26920748,-3.4510965,-1.02002,0.55890954,-0.80015063,0.16834626,-0.46041164,-1.2937944,0.45095587,0.71052456,1.088539,0.43725908,0.6229612,-0.009575278,-0.12499338,-0.7747106,-0.31759274,-0.068173096,0.6676107,0.57204616
Mir7677,0.4891758,-2.9305937,-1.1960618,1.1363182,-0.011414021,0.5200897,-1.2690324,-0.44659624,0.8304508,0.68708,0.013708979,0.67148066,-0.5165055,-0.22793452,-0.88023466,-1.569072,-0.26883528,-0.048729613,-0.9166829,-0.9356681,0.1441308,-0.73877877
Mir7214,0.30218083,-0.12797484,-0.61649466,0.25594205,0.5884572,0.7237736,0.07668568,-2.3148732,0.010502055,0.138852,0.9833847,0.39949733,-0.18423215,-0.46524447,-0.4417578,0.22639772,-0.20628281,0.42423654,0.29336634,-0.7779807,-0.77329636,-0.48547423
Mir7216,-0.08538053,0.24066103,-0.1388338,0.028065175,0.20260766,-0.11500854,-0.37514442,-0.30069405,0.5691409,-3.9291463,0.7178975,-0.2984427,-0.2937389,-0.6960624,-1.3572949,-0.0685972,-0.09742733,-0.036364093,-2.4410925,-0.33567387,-0.12655179,-0.05256802
Mir7218,0.3437298,-0.19572219,-0.36391133,0.714336,0.18095154,-0.003678888,-0.090583906,-0.17177744,0.4257381,0.978809,0.789929,0.066869244,-0.58495235,-0.6802161,-1.0605178,0.19783512,-0.15158746,-0.5435728,-0.086975925,-1.174092,-0.2354013,-0.08711223
AI413582,1.0468724,-1.7438042,-0.4611128,-0.37223014,-0.022627056,-0.09245181,-2.074555,-0.8340029,-0.54489267,-1.7398784,-0.43187237,0.3622262,-0.31168818,-1.2266496,-0.25198716,0.41748166,-1.1380436,-1.2405891,0.3050738,-0.18821126,-0.22465362,-0.9418306
Rps10,-0.08672914,-0.56992745,0.43244278,0.5328467,0.11280334,-2.8954623,0.29152024,-0.32125932,-0.9637505,-2.2130044,-0.060401678,0.5606996,-1.3583419,0.034964383,-0.79485005,-0.59518266,-0.2541248,-0.629197,-1.0062762,-0.4843468,-1.093147,-1.044342
1810013A23Rik,0.13367534,0.3487472,-0.7136889,0.008279562,-0.16365813,-0.3980125,-3.029762,-0.7614367,0.17781049,0.82212186,0.3247099,0.3311469,-2.2487602,-0.09564847,-0.4786877,0.42688686,-0.26807556,-2.1908069,0.10137394,-0.22224289,-1.3156633,-0.8774391
Rpl10a,-0.08378926,-1.1969693,-0.6593716,0.10345349,-0.55210495,0.5148815,-0.10784097,-3.1312773,0.009701312,-3.2730227,-0.12982772,-2.6470814,-0.88100034,0.049172014,-0.2234323,0.4035899,-1.2705379,-0.3688,-1.6872433,-0.18536559,0.45722133,-0.67556036
Clps,-2.9021206,-3.4968495,-1.3066034,-3.4223552,-0.26472703,0.13638848,-1.2616718,-0.2271953,0.76305187,-3.3006914,1.086093,0.117194,-1.0566518,0.032829523,-0.03653401,0.99543774,-0.9152967,-2.067916,-1.0379412,-1.878513,0.105004966,0.22607815
Mir6969,-2.7977772,-3.3988116,-0.41781104,-3.5249722,0.036968052,-0.47592312,-0.22564727,-2.5794673,0.8949909,-2.6257956,1.1287428,-1.6599265,-0.46975732,-0.07416022,-0.03979349,1.4190451,-0.81858414,-1.7924105,-1.4665384,-1.7710123,0.13701558,-0.47513106
Mir7667,0.87447333,-0.5675708,-0.24770746,-0.010922551,-0.36097026,-1.057084,-0.08215076,-2.3501148,0.20106411,-3.473062,-0.14647546,-3.2947707,-0.07496697,-1.86739,-0.5164797,-1.633307,-2.1822143,1.5256662,0.34842718,-1.593322,-0.3308329,-1.110527
A530088E08Rik,-0.45569435,0.5094314,0.21240383,0.28510225,-0.1574484,-0.41915196,-0.16542375,0.6178756,-0.015366022,-0.7486606,-0.55439234,-0.7904355,-0.9606589,-1.1656661,-2.6419795,-0.44609225,0.011498388,-1.8651824,-0.16337293,-0.025234465,-0.3661305,0.1629054
Olfr63,0.27567512,-3.2953982,-2.1684601,-3.3010545,-0.47989225,-0.025327742,0.7727742,0.3380813,-0.083517015,0.7006488,0.08194476,-1.3951921,-2.6584349,-0.91219485,-0.44611666,-0.31689143,0.13294154,-1.0427779,-2.939944,-1.6181297,-0.9359049,-2.479992
Rps28,-0.88648975,-0.3828793,0.21370775,-2.8177562,0.2644722,-0.11726448,-2.5176408,-2.5254922,-0.5194773,-0.36944062,0.047291517,-0.16067666,0.4514451,0.004903674,-1.1457834,-1.7466617,-2.0935042,-0.80010784,-3.189428,0.40978277,-0.77357185,0.027548492
BC051226,-0.31812334,-1.6436188,0.3387577,-2.6292553,-1.2625313,-3.050631,0.17920208,0.32618946,-1.2046853,-0.38825947,-0.0072503984,0.06694624,-0.14950992,-1.191757,-0.47993743,-2.6269603,-0.3230283,-0.23828699,-1.2305546,-0.11289354,-0.7377752,-0.36660185
Zbtb22,0.22215176,-1.6501608,-0.8047086,-1.3321488,1.1119771,-3.0200634,-1.969756,1.0552163,0.8140254,-1.4603344,-3.7908666,-0.9901125,-0.13954021,-0.4685069,-1.8908273,-2.4923918,-0.24742383,-0.4070813,-0.24379575,-0.1740658,-0.3458829,0.02426377
Pfdn6,0.56028414,-2.5758688,0.31036705,-0.32718265,0.0005840957,-3.3702638,0.71598387,0.3438365,-3.4809341,-3.5448456,0.16704845,-1.485315,-1.9189656,-0.32551542,-1.0177505,-0.44183388,-0.48451215,0.6170486,-1.9623727,-0.8406028,-0.08845952,-1.3819349
B3galt4,-0.6597346,-0.08889142,-0.17249224,-0.5559014,-0.24773952,-3.4427264,0.28158635,-0.87516886,0.16310865,-0.7170687,-2.7296026,-3.4660761,-0.24680571,-0.114924386,-0.23048301,-2.922861,-0.18668042,0.23817468,-0.5489316,-0.66645813,-0.3202278,-1.333945
Mir219c,0.26716328,-0.56228566,0.3512938,0.3746724,-0.23306347,-1.0098014,0.2653936,0.40117025,-0.31943977,-1.2411461,-0.3692165,0.1893183,0.17029184,-0.9855914,-2.7045586,-0.7297999,-0.18372056,-0.104407385,-0.83711296,-0.2698735,-0.39718175,0.16997606
Ring1,0.94196796,-0.8052438,0.4086054,0.51970774,0.1496217,-3.5587633,0.5444715,0.7329975,-0.13455492,-2.6196744,-1.0406712,0.010036945,-0.1855987,-0.8724593,-1.0293723,-2.306565,-0.24244595,-0.10382867,-1.5357585,-1.772906,-0.14562681,0.1911869
Mir219a-1,0.9144038,-0.52336514,0.55983233,0.20820117,0.26612538,-3.4614651,0.7526483,0.8157147,-0.19712041,-3.5442674,-0.6363845,-0.004757926,-0.39396805,-0.5012551,-0.52063096,-2.756487,-0.20148017,-0.21670336,-1.2046709,-1.7132827,0.046050012,0.28899503
H2-Ke6,0.85412395,-0.9449796,0.30902323,0.06107992,0.24900028,-3.5862014,0.25903848,0.9212861,-0.3699733,-1.48231,-0.39395332,-0.11255438,-0.6401181,-0.3748515,-0.36273256,-2.7824464,-0.18062165,-0.46734834,-1.6477195,-1.0683546,0.23555747,0.16753638
Rxrb,0.18578401,-1.2399331,0.095712125,0.011859298,0.15847546,-1.6373229,-0.15402964,1.0238427,-0.3742139,0.19931296,0.1326155,-0.2377874,-0.6486589,-0.24725421,-0.9555045,-2.3728359,-0.01472076,-0.55681896,-0.17627488,-0.32280874,-0.10245247,0.6404552
Slc39a7,0.2850907,-1.6811104,0.043196544,0.35070932,0.21407652,-1.9153819,-0.13243878,0.8135736,-0.25657588,0.2546741,-0.3916366,-0.014294997,-0.68406767,-0.06416096,-0.6963733,-2.358807,0.36674148,-0.26552826,-1.2752975,-0.77235013,-0.077275686,0.19945574
Psmb9,0.42218387,0.712184,0.378895,0.7170873,0.4584913,-0.24628334,-0.32310238,0.8578363,0.78505987,0.39040804,0.11435875,-0.09324901,-0.65335184,-1.5288032,-1.3947475,-0.5724964,-0.03447123,-0.11334888,-0.21158992,-0.032877676,-0.02114891,-0.15723635
H2-Ea-ps,-1.1754582,-0.36347124,-0.12881209,-1.3142812,-1.3496057,-1.0798666,-0.2703075,-0.3402392,-0.4020739,-1.2539487,-0.09709664,-0.4450165,-1.1374104,-0.32664,-1.2188501,-0.10402517,-0.2512425,-0.7461181,-0.4713742,0.2863729,-0.30442825,-1.7799233
Gpsm3,-0.1285853,-0.5763041,-0.39851454,0.47672796,-0.29152974,-1.9072999,-0.2856371,0.11363189,0.24010661,-0.034570053,0.21377608,0.68724495,0.09605807,-0.1164992,-0.09058366,0.26606497,-0.1465358,-0.12596959,0.17534941,-0.100555666,-0.053159866,-0.12752
Pbx2,0.09581739,-2.456914,-0.2839958,1.2477331,0.28355554,-2.606886,-1.5600685,0.4137239,0.34675455,0.8369272,0.013791412,0.22282878,-1.0401742,-0.33784086,-0.25394198,-0.78964037,-0.3220389,-0.32226914,0.56955326,-0.18754177,-0.3521113,-0.2330899
Ager,0.3267185,-3.1698658,-0.24199459,1.1587168,0.2497927,-2.0144453,-1.3434827,0.32510316,0.4074378,1.1358839,0.31802177,0.25391728,-1.0290692,-0.5186999,-0.92406774,0.44493914,-0.35149077,-0.89321697,-0.49542868,-0.5380796,-1.0607164,-0.2802607
Rnf5,-1.0254326,-0.12882134,0.17932886,-0.3144011,0.040629074,-2.6745477,-0.045586012,-0.67552054,-0.06560757,-3.5472407,-0.8657841,-0.69352794,0.083701864,0.017719448,-0.1446224,-0.030638069,-0.15998596,-0.11561966,-2.7711263,-0.23681155,-0.13924101,-2.4424071
Egfl8,-3.696985,-0.5949328,-1.0807917,-3.4285567,-2.0955648,-2.5876577,-1.5489626,-0.15023941,-0.6126233,-0.8008385,-0.8108791,-0.22743061,-0.2647336,0.62292206,-0.22853065,1.0219486,-0.44484857,-0.49737385,-0.4735852,-0.33551228,-1.244592,0.31077456
Fkbpl,-0.47802407,-0.48216125,-0.8356047,-0.3612381,-0.38184726,0.19207516,-0.117047265,0.16276565,-0.5565214,0.4013083,-0.43717256,-0.40666753,0.3363284,-0.06518734,-0.38816616,-0.131996,-0.10331691,-0.41609246,-0.14689533,-0.022999175,-0.1087946,-0.92269593
Dxo,-1.8703759,-1.326842,0.76203346,0.15523583,-0.7109665,-0.61597997,-0.22599274,-1.8202984,-0.0891839,-3.809476,-3.706515,-3.299952,-0.32775998,-0.7868539,-0.39108074,-0.63252157,-0.49420345,-1.6330274,0.31876516,-0.35629246,-0.49230415,0.06042117
Mir6971,0.08772296,-2.3343582,0.690593,-2.5126622,-0.80986315,-0.197406,-1.7239871,-3.3717232,-0.05750346,-0.08964121,-3.036378,-2.9495265,0.66150236,-1.5332361,-2.497341,-0.71330106,-0.6929282,0.24367547,-0.05596751,-3.1378791,-0.41556382,-1.032337
Mir6970,-1.2670269,-1.6292902,-1.1785088,1.018621,-0.50790715,1.144768,-2.2898407,-3.135061,-1.0374608,-0.8348827,-2.0921931,-0.24716686,-0.09251845,-0.7554027,-0.3351038,-1.4701798,-0.42642727,-1.4540744,-2.0209153,-0.040916055,0.15313685,-2.5603855
Nelfe,-1.8355219,-0.7188226,-2.0092034,0.97675467,-0.19811985,0.9496006,-0.82548106,-2.728613,-1.8908306,-1.7810649,-1.4116708,-0.43916586,0.008217782,-1.7628161,-0.72275454,-0.75450325,-0.39729452,-0.8924403,-1.626159,-0.7317451,-0.2555743,-2.0645857
Mir6972,-3.519426,0.4976486,-1.2473792,-3.457241,-0.17819092,-0.3589684,-1.524574,0.094377816,-0.97526014,-3.470075,0.83829653,-2.3745146,0.092544466,-0.4303394,-0.21529885,0.75782514,-0.2712129,-1.1656041,0.20408025,0.12774572,-0.24947844,-1.0721321
1110038B12Rik,-0.15712655,0.77848554,-0.037507586,-0.21450442,-0.42876533,-0.8572462,0.49666834,0.28794408,0.3352435,-3.7696648,-0.32106996,-0.5266212,-0.37927234,0.3600774,0.31157824,-0.42371875,-0.10356692,0.582876,-0.016876519,-0.18669781,-0.11603502,-0.014363058
Snord52,-0.28277373,0.92472064,-0.1304769,-0.016510226,-0.28498715,-1.117296,0.51295316,0.18412995,0.37923965,-4.023777,-0.21189803,-0.9940487,-0.5190736,0.3438922,0.32684433,-0.44130692,-0.11577932,0.595105,-0.09680033,-0.19430915,-0.07173051,0.055010155
Hspa1b,0.5295216,0.69393563,0.23851863,-0.01409246,0.049433492,-0.6552213,0.52250534,0.11160709,0.45545262,0.2827331,-1.0217535,-0.021673592,-0.1388283,0.38304687,0.43311542,-0.45258552,-0.06814844,0.22234452,-0.14351428,-0.051843654,-0.31803486,0.0019892901
Lsm2,0.15064412,-0.22526065,-1.3338923,-0.31786352,-1.4348326,-1.9705131,-0.28721237,-0.21572219,-0.09323871,-3.4439592,-2.5293758,-0.058902383,-0.0901508,-0.26599935,0.0003758669,-0.10459502,-0.3501744,-0.25223702,-1.1249502,-1.0258284,0.02130559,0.43175942
Sapcd1,-3.2412412,-1.7396632,0.04255277,-0.124131426,-1.3240973,0.0836426,-3.2686353,0.5549664,-0.30546653,0.07621929,0.9144466,-1.1709616,0.32837534,-0.5951327,-0.32848924,0.27018636,-0.36756834,-2.7964127,-0.38741753,-0.3298033,-0.17195295,-0.42645568
Ddah2,0.4024902,0.3268627,-0.028869435,0.5766411,0.2702225,-3.3490896,-2.5285394,0.50990826,0.6452441,-2.9290946,-0.157231,-2.648021,0.3033855,-0.3089386,-0.3574571,-1.1068978,0.2934667,-0.5372226,-0.20101905,-0.2575078,0.035213396,-0.50558203
G6bos,0.0007450357,1.0089085,0.255155,0.1699007,0.36283645,-1.6152843,-0.8697685,0.98438644,0.708726,-1.0090445,-0.45342964,-1.6405685,-0.039888777,-0.23326868,0.16359702,-0.50808203,-0.017964857,-0.14499232,0.29950872,-0.38254526,-0.113293484,0.06708679
Ly6g6c,-0.25371552,1.1368098,0.4348956,-0.05951807,0.2676533,-1.369082,-0.9180338,1.0740093,0.6007666,-0.98207843,-0.21890819,-0.61229557,0.09688002,-0.037883956,0.32598892,-0.1435684,-0.07140922,-0.28086516,0.40662882,-0.55987394,-0.08144669,0.07842898
Mpig6b,-0.30727783,1.1458418,0.47857016,-0.058954183,0.28862292,-1.3690796,-0.6542699,1.1113719,0.60479045,-1.102813,-0.19446985,-0.56717294,0.11017059,-0.029784271,0.34608558,-0.13859898,-0.07280135,-0.26493514,0.4048793,-0.510823,-0.0442791,0.0063019358
Ly6g6e,-3.7167904,1.5356572,0.30377936,-2.4955566,-0.36887154,-0.25523606,-0.89347625,0.12713653,-3.1986704,-1.273339,-2.596043,-0.3143626,0.5817274,-0.3199647,-0.00090648234,0.23569083,-0.0675354,-1.5782365,0.3256096,-0.036199324,0.015557438,-0.8837718
Gpank1,0.2689665,0.48518658,-1.713614,-3.2779167,-0.2337949,-3.611065,-0.5660461,-0.50691855,-0.42040074,-0.35342008,0.2738917,0.09860444,-0.35381502,-0.06453696,0.6164305,-3.1240647,-0.52515644,-1.7558048,0.28171945,-1.0482979,-0.45657048,-0.6066316
Lst1,-0.33084905,0.85592663,-0.12582526,-2.0310788,-0.45747462,-0.01483196,0.3029657,-0.46505034,0.46143764,-0.3201007,0.944379,-0.40109974,1.0327169,-3.277503,-0.5393062,0.11903992,-0.22893435,-1.7443148,-0.2685698,-1.2414072,-0.6617236,-0.4562198
Ltb,-0.3369198,0.72713965,0.2933923,-0.12447267,0.41085118,-0.19922398,-0.42782143,0.27957192,0.48799056,-0.4245572,0.05830551,-0.013620626,0.07245308,-1.3298448,-1.2101626,-0.33028966,-0.0519489,-1.0126631,-0.13250324,-0.06608474,-0.016291305,-0.067654476
Mir6973a,-0.43096882,0.71134406,0.2327578,-0.2892639,0.2837406,-0.1637026,-0.58835036,0.33305803,0.4230712,-0.68204105,0.032894075,0.032761328,0.045369126,-1.3478526,-1.277643,-0.2608574,-0.041745763,-0.9739921,-0.041644167,-0.08105441,-0.007470507,-0.05515711
Tnf,-0.94028085,0.5890487,0.4035064,-0.5496256,-0.32056448,-0.72671634,-0.437735,0.44018942,-0.3938622,-0.8881762,0.04120572,-0.08357164,-0.34097096,-0.7682965,-0.7212366,-0.43717018,-0.008224625,-0.75512177,0.0946807,0.019464511,-0.038114708,-0.1171664
Lta,-1.0416343,0.2933396,0.3881228,-2.6125805,-0.6639069,-0.3994617,-0.35824722,0.3631197,-2.4338048,-2.2825458,0.37228426,-0.2910628,-0.26255113,-0.42025048,-0.5947478,-0.08158398,-0.01598958,-1.0614841,-0.023821842,0.16023923,0.0052034855,-0.3304434
Mir6974,-0.76141816,0.0394587,0.3412363,-2.3835695,-0.61738306,-0.14314485,-0.2642667,0.38772234,-3.3319068,-1.6327795,0.40096724,-0.20402874,-0.16872211,-0.44265836,-0.7621809,-0.09808601,-0.029666852,-1.5460358,-0.30495653,-0.008437179,0.01791367,-0.06835366
Mir6975,-0.42877966,-0.80645305,-0.8625249,-3.7456028,-0.42184737,-2.957586,-1.8303816,-0.05597704,-1.5885297,0.34289068,-2.72355,0.057532802,-1.888328,-1.254424,-0.7779879,-0.47103247,-0.042653218,-1.0553027,-1.391124,0.07257758,-2.2764237,-1.2507005
Mir8094,-3.1327112,0.45695794,0.27008626,-3.440203,-0.69211376,-0.5766529,-1.8603942,0.015244439,-0.9285299,-0.50312346,0.11301929,0.20650491,0.020399764,-0.28419152,-0.5064796,-1.469405,-0.15217006,-2.812964,-1.8543167,-0.32856968,-0.10279479,-0.19317181
Pou5f1,-2.065498,0.9402937,0.03892971,-1.4150625,0.27343515,-0.27019525,-0.432689,-0.035145883,-0.16266431,-0.7893937,0.48769152,0.11304912,-0.28320944,-0.30220616,-0.09523243,0.078186765,-0.019656349,-0.407805,-0.054201894,-0.015522353,-0.08657416,-0.20479886
Tcf19,-0.063962534,-0.3254749,-0.7376733,-1.5099726,0.9184232,-0.061310858,0.45915538,0.31242037,0.958027,0.39684612,-0.39784992,-3.126679,-1.8131343,-0.25241295,-0.3572501,0.6265251,-0.46141112,-1.3257211,-0.51514256,-0.57899153,-0.23430173,-0.9467575
Psors1c2,0.56328297,0.4242463,-1.3377175,-0.7575994,-0.5825857,-1.1728895,0.0500381,-2.964486,0.24528918,-0.4897969,0.13037965,-0.10435775,0.15183279,-0.4079198,0.061645985,-0.6927222,-0.23326771,-0.2811795,0.15348709,-0.29290915,-0.08056754,-0.9507361
2300002M23Rik,-0.8657322,1.7629269,0.41371408,-1.0258584,-0.8092589,-0.13495907,0.043702006,0.59396094,-0.56309175,0.038018398,0.13252248,-3.2687843,-0.60111076,-0.6306502,-0.698783,0.15152797,-0.069556266,-0.5298896,0.15129633,-0.124311745,-0.10302304,0.4764682
Sfta2,-0.4225344,0.8767674,0.06414747,-3.6322405,-0.14941204,-0.29149693,-0.21722926,-2.6712763,-1.155451,-0.47644094,0.5600079,-2.201558,-0.10205853,-0.0056658685,-0.45117265,0.38731104,-0.23459965,-0.2669649,-0.122183405,-1.1377254,-0.22826365,-1.8817226
Ier3,0.7342058,0.2694659,0.2669416,0.75767803,0.85151786,-1.1488941,-0.53556496,0.05260545,1.1723101,0.09633532,-0.7968935,-0.08533451,0.06710976,-0.29803103,-0.3307895,-2.1619163,0.035728604,-0.09474249,-0.30060077,-0.4974608,0.357543,-1.0146909
Tubb5,-1.0982116,0.1485874,0.22131103,-0.46480817,0.19152385,-3.3655772,-1.0763006,-0.12910452,-0.21177785,0.15088615,-1.7988465,0.42547524,-2.7783387,0.72882736,0.31180888,0.01947847,-0.33363864,7.4863434e-05,-2.1077616,0.18068326,-0.7081426,-0.19779587
