,Shared topic 3,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Transcriptomics private topic 8,Transcriptomics private topic 9
575,-2.1008031,-1.103698,-4.999443,-3.4911213,-5.9591994,2.7311444,-4.6211214
576,2.7516277,-1.3309618,-6.2459836,-3.1503954,-5.7046824,-5.1682854,-4.898362
577,-3.8338919,2.151064,-4.64856,-2.7771215,-4.0391355,-4.135673,-2.5016847
578,-3.6709583,-3.094841,-4.6264095,2.293392,-3.4541802,-3.8985965,-5.441803
579,-2.5170794,1.951951,-1.3659247,-3.7759411,-3.4265172,-3.0698497,-4.008038
580,-0.55990833,-4.919764,-2.3545604,-0.816019,-4.541133,-5.0874887,2.819999
581,-3.5375907,1.7774725,-1.706391,-4.648455,-3.2578914,-4.4590387,-3.9449906
582,-3.4380336,-1.8748388,-4.462289,-2.3761778,2.0101244,-0.47819778,-2.6694932
583,-1.3230294,-0.08955142,-3.663582,2.2109137,-3.632964,-4.9081516,-4.506226
584,2.6622882,-1.5935261,-1.6767287,-4.486748,-3.6945329,-4.837338,-5.4096527
585,2.7344537,-1.4928691,-2.025174,-4.2442064,-5.4600163,-4.9893613,-5.37073
586,-5.00467,-1.8337346,-2.1371984,-5.2524605,2.238022,-4.6813626,-3.4938333
587,-1.9197506,-1.3775009,2.427661,-2.4161158,-3.8219469,-4.4829407,-5.290159
588,-3.3895097,-3.5109491,-2.579675,-2.0639892,2.3312166,-5.065149,-3.6008983
589,-5.1680727,-3.8676555,-4.377412,2.3738003,-4.6710258,-2.2564888,-3.6705823
590,-4.602682,-0.19555506,-2.3533077,-4.061471,-1.7160298,-4.425417,2.5276673
591,-5.089892,-4.6246476,-2.98357,-2.873949,-3.1752326,2.8772063,-4.448241
592,-2.8296614,-5.645477,-3.0933878,-6.069833,-3.5119936,-4.857862,2.6112893
593,-2.0825229,-3.6655333,2.4453518,-0.6449539,-2.3387086,-4.5528383,-3.6266265
594,-3.6980183,-0.5518241,-5.122394,-4.986602,-4.2167716,-5.1690006,2.8131993
595,-1.8394346,-0.47759235,2.5451295,-0.5537876,-5.1161046,-4.7081866,-3.8613734
596,-3.6471865,-4.364513,-3.7504008,-4.6926427,-6.1444716,3.0690706,-4.0307593
597,-1.3065646,2.389261,-3.57773,-0.66790235,-3.8399265,-4.69163,-4.3584604
598,-1.5811145,-2.034802,-4.140229,2.2569299,-4.08479,-3.9242697,-5.707841
599,-3.592336,-0.08581293,-2.6727226,-1.2307917,-4.649643,-4.915875,2.726314
600,-0.60940653,-3.731326,-3.9582667,2.3700106,-1.6307658,-4.442733,-4.2224956
601,-1.8073292,2.1498704,-4.5491285,-2.9583213,-1.5611577,-4.0070133,-5.105209
602,-0.7563798,2.1623416,-2.2559128,-1.795523,-4.3673425,-5.38576,-4.2960057
603,-5.627103,-1.9810576,-1.163887,-4.4962664,2.3951316,-4.756753,-1.8430156
604,-4.6847677,-5.3527055,-1.1412036,-1.1622658,-3.4948313,-5.3163505,2.4529526
605,-5.132576,-1.2264062,-3.9983182,-3.7474794,-5.646635,2.474138,-2.1246972
606,-5.23799,2.0405376,-5.6767664,-1.7544489,-3.0581307,-3.7028852,-2.9162357
607,-2.2098365,-4.9809346,-1.1980076,2.3480082,-4.8954616,-4.7757545,-2.2730265
608,-2.6461134,-1.9078704,-0.486409,-0.845966,-2.4525533,2.7087963,-3.6077816
609,-2.3250523,-2.4865823,-4.375272,-3.9357486,2.2243323,-4.7442446,-4.0090933
610,-3.266811,-2.0824172,-2.2533188,-3.8592176,2.1399095,-4.6186914,-3.254827
611,-4.270513,-1.889963,2.4572308,-1.784019,-0.8173768,-4.251028,-4.925598
612,-5.228162,-2.5094285,-1.3642881,2.411324,-1.511058,-2.7830834,-4.2728558
613,-3.1739578,-0.6833382,-5.97058,-1.7065195,-4.420836,3.0059497,-3.316831
614,-1.9039212,-2.6367395,-4.752036,2.2217412,-5.5183926,-5.0128946,-3.6333477
615,-4.992597,-4.8766413,-1.972314,2.3640625,-5.736978,-4.719171,-4.384781
616,-3.5368114,2.1847105,-3.8725688,-4.1751785,-1.337263,-5.264373,-4.672517
617,-3.2551913,-1.8832667,-1.5835346,-1.2433572,2.6522753,-4.6120877,-3.5622466
618,-3.0497432,-2.4349997,-2.5055487,-0.4157042,-6.7161465,2.8760362,-5.253957
619,-4.4434414,1.7946811,-4.2966256,-2.677496,-1.9603763,-4.474912,-3.1663263
620,-5.107269,-1.7257413,2.3522995,-5.440704,-0.8291179,-4.417592,-4.1898227
621,-2.0035768,2.1474056,-1.856411,-1.4686588,-1.949658,-4.37461,-4.125534
622,-0.9977833,-2.6941407,-5.1920996,2.4364316,-2.872436,-3.5424614,-2.9734209
623,-1.1103984,-2.3713012,2.40176,-2.0987492,-0.86032027,-5.2234216,-4.8068066
624,-3.9835572,-1.0761894,-4.965778,-5.4521422,-1.9973491,3.2518692,-4.6443667
625,-0.3757128,-1.1757593,-2.4025142,-2.0267482,2.4727623,-4.2029085,-3.5713332
626,-0.84617305,-2.3147311,-0.070359826,2.3611088,-4.353492,-4.4438753,-5.1525617
627,-3.7699432,0.116897166,-1.6381551,2.2731628,-0.63548106,-4.611944,-4.7065086
628,-2.5578249,-0.9817978,-4.8822236,-0.98282224,-3.2357774,2.6027865,-3.550996
629,-4.6960354,-1.1577322,-5.178878,-0.62906235,2.135392,-5.0969663,-4.7376385
630,-5.6240563,-1.157741,-5.0480366,2.5146878,-5.5317507,-3.7159626,-1.068289
631,-0.88281405,2.2218359,-3.5136406,-1.5088003,-2.5399818,-4.992826,-4.3194885
632,-2.0208771,-3.2291477,2.3340826,-3.4848387,-4.25453,-3.5342507,-4.918637
633,-3.4371874,-6.0430117,-3.42633,-1.9380194,2.4027214,-1.6869256,-3.9835658
634,-5.932319,-3.7203202,-2.7598228,1.9609537,-4.4223614,-5.0986447,-5.3877115
635,-2.4194596,2.1971867,-4.5053854,-0.8781314,-3.5836675,-4.9635077,-5.5697966
636,-5.080071,-4.0400906,2.4051442,-2.1725912,-5.2733135,-5.4556346,-4.4471226
637,-3.5108197,-2.0654166,-1.8451684,-2.2617655,2.408363,-4.221494,-5.2217164
638,-1.7645437,-0.39049044,2.332114,-2.8296552,-2.4367304,-3.178271,-4.804959
639,-3.8201003,2.1448305,-1.0003808,-4.0760813,-1.1779075,-3.933686,-0.7786524
640,-1.3380791,-4.404167,2.4710786,-2.7683656,-3.685271,-4.548625,-3.8425086
641,-4.906877,-2.846041,2.7057724,-1.9500711,-4.270891,-4.706193,-1.6618052
642,-3.106836,-2.8544557,-4.7447286,-2.0437748,-1.5677439,3.070846,-1.8001645
643,-1.7964284,-5.2115345,-4.8463445,-6.0601525,-1.8754004,-4.8235483,2.5488431
644,-3.5957663,-1.7963421,-3.11175,2.4183965,-4.6363697,-2.7848792,-2.7633214
645,-1.945712,-4.744149,-5.7978826,-2.5179775,-5.0891128,-3.8905523,2.1765914
646,-4.9241557,2.3725302,-5.3308535,-0.8313274,-1.5184925,-5.2213655,-4.0494127
647,-4.9632273,-3.2996776,-3.308161,-5.576929,-4.754756,2.9150488,-4.6462436
648,-3.7036536,-3.510051,-4.216592,-1.3935356,2.3396742,-4.950461,-2.9677439
649,-3.1884305,-0.8239734,-2.26724,-2.262581,2.4964938,-2.5478506,-4.013527
650,-1.2909524,-4.7550955,-3.8281329,-0.6758294,-0.26652777,-4.3812513,2.4863515
651,-4.329169,-1.2805139,-5.432867,-1.3262842,2.590384,-3.0651362,-3.778091
652,-2.829501,-1.268901,-2.3738647,-2.8199034,2.1975594,-3.550905,-5.3025627
653,-4.5119114,-0.64951384,2.7932456,-1.2695422,-0.6416774,-4.465752,-4.5085125
654,-2.5858808,-2.0853448,-4.593104,-0.64917415,-1.5750213,2.8738098,-1.9401773
655,2.738222,-1.7390507,-1.7802418,-1.9517374,-4.030405,-5.4717827,-5.2470345
656,-5.8924103,-1.0729587,-2.8700736,-6.173782,-1.2815542,-3.6432662,2.493331
657,-2.1847887,-1.0036446,-4.935088,-1.3831383,-4.89039,3.0881472,-4.9108443
658,2.5248272,-2.210179,-4.902965,-1.6422142,-5.5787153,-4.8911695,-4.757733
659,-4.358626,-0.8028787,-5.5587535,-1.082374,-4.1398587,3.115832,-4.1054096
660,2.4939008,-1.2946699,-4.970947,-1.4591779,-4.5574346,-4.329135,-5.11172
661,-5.005851,-0.17445284,-4.146664,-0.8488785,-1.0876386,3.2098641,-2.1670828
662,-1.5080999,-1.7048527,-1.3855863,2.3009439,-6.011884,-4.802021,-2.31427
663,-4.918467,2.0626416,-2.1915898,-1.5250164,-5.1168666,-5.200681,-4.719497
664,-4.958309,-2.2612717,-5.129818,2.3406556,-5.0566382,-3.9112341,-4.3026204
665,2.5141833,-5.6003375,-2.3748884,-1.1212602,-0.71281505,-4.804308,-5.234379
666,2.427927,-4.7622156,-4.8897014,-2.5648632,-5.7455096,-5.071266,-5.329731
667,-2.571502,-1.9076875,-4.2463927,-2.1979334,-3.192236,-3.5349536,2.5632808
668,-3.7505813,-2.4080958,-5.725397,-0.8405195,-2.2202444,-4.6161776,2.8528485
669,-1.4249921,2.1244185,-3.6953728,-6.266111,-0.8743509,-5.114391,-4.465454
670,-4.4579887,-3.4452555,-1.1371152,-1.2551179,2.3136518,-4.39729,-3.1830509
671,-4.5977774,-6.450609,-5.1223927,-3.1564035,2.2972097,-4.8478317,-4.8726172
672,-2.3931968,2.093621,-0.9481752,-3.4846148,-1.0758055,-4.096607,-5.1087847
673,-4.806806,-2.3967159,2.4872808,-0.9387228,-2.3321838,-4.560729,-5.075137
674,-1.0211995,-4.2523866,-0.2837448,2.402677,-4.5261297,-5.031621,-4.7831798
675,-3.5185692,-5.487886,-4.1521564,-5.449175,-4.6755285,-5.2668242,2.3900332
676,-3.1293619,-6.177332,-5.260202,-5.1132436,-4.7147746,2.9073842,-4.34305
677,-3.9119313,-5.274426,-1.5070319,-4.8224134,-3.5426984,-4.452751,2.5296485
678,2.5642753,-0.63581717,-4.071253,-0.3699148,-5.855163,-3.3897216,-5.0444593
679,-3.6734548,-3.8548138,-5.793946,-3.7555294,-2.386559,2.7610483,-4.540161
680,-1.9238112,-0.88367426,-2.549632,2.3078525,-2.5987816,-5.3737636,-2.6278992
681,-4.7784877,2.3849447,-1.3794272,-1.6132056,-2.6306508,-4.6139417,-4.3762903
682,-0.6904421,-1.234865,-1.0334295,-5.822816,-0.7570566,2.7509704,-5.149894
683,2.7575781,-1.6618927,-4.0091662,-2.7983694,-4.0313168,-4.2133503,-5.315672
684,-1.8721126,-3.7862034,-1.715237,2.3473895,-0.7503357,-4.2180147,-4.191725
685,-3.5258918,-3.7515817,-5.022911,-1.6384301,-5.625556,-3.80189,2.7902477
686,-1.2831645,-3.6107774,2.5530322,-0.6357919,-5.8262405,-3.0586963,-3.4571314
687,-4.5886917,-0.41035604,-2.8341,2.4822934,-4.741453,-4.933872,-5.201087
688,2.867637,-3.5003116,-1.6277682,-1.9899172,-3.688247,-5.47038,-4.6870832
689,-5.1918945,-1.4028007,-4.974744,-3.3083434,2.5919063,-2.5472488,-3.1293955
690,2.647268,-6.1008873,-4.511148,-6.1395636,-1.4273547,-4.6025367,-5.523469
691,-4.2177467,-0.77557117,-2.790284,-0.6474477,-2.5529714,-2.7210298,2.7682679
692,-4.633405,-1.867571,2.2763653,-3.8521764,-2.9094515,-3.771321,-3.9188783
693,-4.175745,-1.7802943,2.5225048,-3.9096723,-2.305705,-4.1762533,-4.091389
694,-2.3255377,-1.7075508,2.4388344,-2.6033385,-0.6144703,-5.043084,-1.9921951
695,-3.0321937,-2.512786,-2.0297656,-3.4640698,2.6075625,-4.919512,-5.370715
696,-1.7897106,2.3872287,-2.881517,-3.5361097,-1.1911427,-4.143891,-5.4734383
697,-2.9459448,-5.1051497,-5.110275,-1.4593446,-4.2635746,2.8398938,-2.0484972
698,-3.3558826,2.2255447,-0.9808421,-0.6092655,-0.16614845,-2.8434336,-3.5416012
699,-3.9452682,1.9524257,-0.7499591,-1.3737988,-0.9906627,-4.873629,-3.3742464
700,-4.6914387,-1.4070004,-1.3162795,2.2747717,-3.6074505,-3.298994,-4.6603336
701,-2.9166698,-1.0086849,-5.85824,-3.8049397,-4.204399,-4.23277,2.6718693
702,-4.320755,-1.0171696,2.4677405,-4.489727,-3.7425218,-3.6246095,-4.831258
703,-3.7640343,-0.49237555,2.4723432,-0.7036655,-4.279671,-3.3387651,-1.8363086
704,-1.228088,2.3322754,-4.7821274,-3.416918,-1.245816,-5.127753,-1.6390314
705,-2.732891,-2.1904082,-3.6411054,2.2009983,-5.0561028,-5.0408664,-4.5970287
706,-3.5961466,-1.4519361,2.5430644,-2.9488626,-1.8696487,-3.5416949,-2.7011306
707,-4.3448896,-2.2944725,2.4697545,-1.6696981,-3.477805,-3.6160324,-3.307112
708,-3.8428242,1.8155131,-4.0999756,-3.9011583,-0.99311054,-4.231291,-4.2479706
709,-1.2887256,-0.75877106,-4.778266,-1.9452251,2.4899452,-3.4119477,-4.83997
710,-5.38434,-1.4946165,-1.9405605,-5.2891903,-4.4573827,2.9572594,-2.5694573
711,-4.557407,2.0665503,-3.0912476,-1.9225084,-1.3619452,-4.2558985,-3.8094795
712,-0.583513,-1.7499474,-5.1467304,-1.5695689,-3.2560546,-4.7809963,2.6285696
713,2.9490862,-0.9501972,-3.9190376,-4.6774116,-1.4923875,-4.0410542,-4.450982
714,-0.52455944,-3.319198,-4.372789,-4.459537,-5.3960586,-4.846086,2.647574
715,-4.3949804,-2.2221115,2.240455,-2.5196257,-5.7659197,-3.6265206,-3.8576577
716,-3.6440346,-5.1006756,2.563904,-4.0851173,-4.2813716,-3.7774093,-3.3325639
717,-4.5097494,2.3093438,-3.014442,-4.875626,-1.1764005,-2.667403,-0.74073064
718,-1.8908424,-1.695187,-4.5924373,-2.0563085,2.704081,-2.9795465,-4.8183517
719,2.816626,-1.4882348,-4.8898377,-4.589578,-2.3326306,-4.856395,-5.254395
720,-4.8747053,-4.1975813,-5.1026845,-5.434562,-3.862712,3.0773818,-0.5889769
721,-3.108564,-1.1337888,-1.1232984,2.3913739,-0.8854628,-4.4771376,-3.6914659
722,-4.4487705,-2.209228,2.4182637,-4.4082127,-4.602397,-3.9553974,-5.533967
723,2.3654,-2.2412467,-4.6817656,-1.2604041,-4.6606455,-4.303753,-5.278891
724,-1.6153287,2.0127454,-2.660781,-5.2255287,-4.9827952,-5.111798,-5.3567424
725,-4.4976625,2.243642,-2.1982098,-3.9450686,-1.8151709,-2.0413475,-4.17784
726,-3.913196,-5.587027,-3.797601,-1.5664898,-3.2288616,-4.831087,2.4291592
727,-4.9902635,-2.2139566,-4.257625,-3.5911257,-5.988221,-4.318789,2.5308478
728,-0.9405024,-1.2379553,-3.3749685,2.3736496,-4.317875,-4.1565037,-3.3508396
729,-4.8808746,-0.534361,-3.6256278,-3.8272345,-0.63139004,-3.9768825,2.7687345
730,-1.7636534,-0.97349715,-2.4655583,-1.8269771,-5.063834,-3.8276103,2.7527065
731,-0.3893107,-1.4336691,2.515531,-5.738475,-5.034862,-4.116309,-4.985883
732,-1.6257296,-2.9209445,-3.849101,-2.3800209,-3.8966534,2.9056208,-4.7044773
733,-2.3594582,-1.5922341,-4.3443766,-5.6654387,2.3590968,-4.6878405,-5.1163483
734,-4.374803,-1.4924648,-3.2106843,2.209313,-0.5981469,-1.1192957,-4.157736
735,-5.007095,-0.58420306,-2.5898564,-2.4531474,-4.2476954,-5.5399957,2.650884
736,-1.9504906,-1.6150753,-2.1446095,-6.2139506,-3.599581,2.915759,-4.88432
737,-4.0081263,-5.3891025,-5.7746496,-0.9594301,2.5038917,-4.753534,-3.3803635
738,2.5220597,-4.451172,-0.5853811,-1.468629,-5.3614497,-3.6615055,-5.1764674
739,-1.8956089,-4.161855,2.5292122,-2.288971,-1.5898304,-2.7132967,-4.168659
740,-3.8392453,2.3033102,-4.542083,-2.5861344,-0.9956927,-4.884707,-4.4551477
741,-0.68400407,-6.1194887,-3.718012,-1.2187345,-5.4506507,-3.555466,2.7710931
742,-0.655305,-3.9951437,-1.8561925,-5.7988567,-2.9250834,2.9483755,-2.8087022
743,2.531228,-3.2655046,-3.4623063,-3.5137463,-0.83973956,-4.620913,-5.006514
744,-1.1973759,-2.7297838,-2.382721,-3.771374,-5.3554025,-4.7365365,2.7007523
745,-3.669648,-4.2296352,-1.7473603,2.139393,-1.9001116,-4.597736,-5.4192286
746,-4.7847905,1.9830685,-4.7982426,-1.8064368,-4.855492,-4.6383038,-4.71107
747,2.5044856,-4.1898623,-4.429352,-5.2114635,-2.420786,-4.4342313,-5.1768446
748,-0.38686922,-3.2919774,-4.8857913,2.0702958,-1.881254,-4.7883983,-4.456852
749,-5.016972,-2.312976,2.43447,-0.7365311,-2.9181354,-3.5942822,-4.0503683
750,-1.5198145,-5.5909314,-3.541101,2.263056,-2.1301956,-3.4001029,-1.8462944
751,-4.2975607,-4.2648,-3.7311668,-2.1986737,-3.1331563,2.2044444,-1.7512196
752,-4.298647,-1.7976521,-1.9523803,-4.554532,-5.561333,2.9540296,-4.572681
753,-1.6922784,-4.2759686,-2.9715512,2.4807935,-0.98846596,-2.3523962,-4.8322425
754,-4.102677,-2.8550167,-3.6054041,-4.1124096,-1.3248249,2.6047773,-4.6888885
755,-2.3676665,-0.9283799,-3.5347974,-6.0101266,-2.7959425,-4.726802,2.5819664
756,-5.517856,-0.8172271,-2.611342,-0.5863796,2.6203036,-4.2991066,-3.9610121
757,-3.9013882,2.3643746,-1.7341263,-2.0249305,-0.6361564,-4.481596,-4.1062136
758,-1.770699,-3.6162186,2.4809616,-0.075333714,-0.5067112,-4.9693747,-3.5020988
759,-4.6081905,-1.249096,-1.1125499,-4.2619166,-1.7081628,2.574889,-1.8685505
760,-4.8378296,-1.7185551,-1.245041,-2.662825,2.55637,-2.9827657,-4.2994795
761,-4.8263326,-5.274884,-5.025494,2.2768097,-4.75375,-4.5726657,-4.0766983
762,-2.8593695,-3.937976,-2.2407193,-3.7995145,2.22876,-4.140705,-4.123374
763,-1.8627337,-4.9498854,-5.2758036,-5.9003844,2.3429143,-4.7593966,-4.323154
764,-4.7005625,-1.4038596,2.5547957,-4.414812,-0.90410304,-3.4714284,-4.1173916
765,-3.7808614,2.1314018,-4.978598,-4.031757,-4.622799,-4.6741896,-1.5728654
766,-1.2708423,-0.72956395,-2.1601787,-1.2893331,2.858295,-3.540626,-3.2122276
767,-0.99706876,-0.84422845,-5.5238757,-0.7962021,2.4622805,-4.8288355,-4.8602624
768,-2.029234,-2.3317332,-0.2889926,2.4945104,-2.8539302,-3.6725006,-3.1268198
769,-3.4517083,-3.5428283,2.6260238,-4.4694595,-3.6547072,-4.8651876,-4.548594
770,-1.3353685,-3.5512114,-2.962477,2.3375378,-3.93976,-1.6352928,-3.4675395
771,2.7795556,-3.480395,-1.673615,-1.1828636,-3.823263,-5.486174,-4.470193
772,2.402892,-5.213684,-4.846798,-3.062973,-3.5048897,-4.599062,-4.69187
773,2.3576913,-0.28605938,-3.0239227,-3.0369706,-3.0099838,-4.059419,-4.3385005
774,2.6298697,-3.4086552,-2.0524309,-2.9106328,-4.4251842,-3.9317536,-5.39273
775,-2.3462214,-5.594442,-1.0621986,2.5384593,-0.67808646,-3.4661605,-1.9766527
776,-3.1710947,-3.228519,-0.45474768,-0.63349336,-1.9050627,-4.2710867,2.68491
777,2.550172,-4.717406,-3.9490654,-0.85279876,-1.2030466,-4.7382655,-4.7765026
778,-3.7955174,-0.8026293,-4.645545,-5.663602,-5.5083027,2.9094067,-4.6328707
779,-4.321108,-3.0067239,-4.8781548,-2.8324978,-5.7062287,2.7399838,-4.607764
780,-4.394229,-0.75206375,2.4406855,-1.0287838,-1.4571059,-4.992888,-3.9672348
781,-4.137991,-2.6384563,-0.91429967,-1.9807895,2.7283785,-3.4771092,-5.033292
782,-4.193789,2.1346,-1.1548445,-4.83792,-5.39101,-4.795243,-5.443993
783,-3.1385512,-1.6437018,-6.3143196,-3.8614404,-0.928824,-4.8978696,2.7991407
784,2.6647322,-1.3844156,-4.787406,-0.9207466,-1.6883194,-4.569769,-4.493044
785,-3.5758317,-5.61228,-5.0497866,-1.4612464,2.481696,-4.716855,-4.1426334
786,-4.6174626,-4.3013554,-4.0871987,-3.0680811,2.108115,-4.780185,-4.0887833
787,2.8899176,-1.3109589,-3.231687,-5.8472443,-2.836585,-3.899654,-4.976719
788,-1.4117384,2.2758646,-2.4212394,-4.3215733,-1.8426297,-4.8563366,-3.599076
789,-3.2053738,-2.068369,-3.9591835,-5.2126713,2.2446058,-4.944891,-4.5787554
790,-4.931575,-2.4514384,-5.760084,-0.6246975,-0.78288,-4.238989,2.9073596
791,2.6223264,-5.290117,-5.0577006,-0.48214805,-4.386512,-5.1112204,-4.8042097
792,-5.307168,-1.9839276,2.5011582,-4.0098515,-4.9829473,-2.524219,-2.4277844
793,-4.194543,-2.252913,-5.566255,2.1918294,-5.628494,-4.397072,-5.2464414
794,-4.41064,-1.6821321,-5.845078,-3.596543,-0.9690614,-5.108459,2.6002092
795,-1.3415167,-1.1054807,-5.657381,-2.1046858,-2.1773787,2.819474,-4.4101133
796,-1.7220623,-5.021719,2.2787845,-2.7982502,-0.8744153,-4.092791,-3.9617712
797,-4.473072,-5.308238,-5.609113,2.3588924,-2.6762595,-5.5518274,-5.1821537
798,-1.9514662,-1.7453092,-3.7159476,-6.125928,-2.8761182,-3.1168077,2.4353158
799,-2.8125923,-1.0810604,2.3621914,-4.8356204,-4.3654833,-4.50926,-4.0687337
800,-2.8773568,-3.0888126,-5.5173473,2.1494524,-3.2933412,-4.813477,-3.8890896
801,-2.8845282,-2.4171772,-4.8300467,-1.6739033,-4.12864,-5.204468,2.599802
802,-3.0322967,1.9360132,-2.420999,-0.45598784,-2.3617697,-4.6487885,-5.554071
803,-3.6152697,-1.4554832,-1.8761327,-5.5310073,-4.43836,2.49442,-3.107907
804,-3.3876126,-3.8829753,-1.0181017,-2.2629523,-4.0244827,-3.6916976,2.677003
805,-4.588129,2.2537065,-2.8242705,-0.66785455,-3.1114705,-4.1080904,-3.169308
806,-1.892662,-5.424904,-1.8111151,2.5324793,-0.6369669,-3.1670263,-5.150587
807,-2.78475,2.1696107,-5.069488,-1.8107332,-2.5182443,-3.966268,-4.689198
808,-3.6444376,-3.304909,-2.1207466,2.2895586,-3.955014,-3.974442,-4.2720613
809,-3.8969967,-2.4745274,2.3900385,-1.6313223,-5.816587,-4.1398377,-3.0970037
810,2.4648657,-1.3139083,-5.4287977,-5.4179387,-3.9579492,-4.265793,-1.91563
811,-1.30585,-2.0660906,-4.3494167,2.2438536,-3.5563216,-4.3026423,-4.40241
812,-0.5213816,-2.7280576,2.2722154,-2.0659285,-5.6597853,-3.3622882,-4.623324
813,2.7296054,-4.8844733,-1.8733376,-4.8104277,-3.9994707,-5.2440567,-4.2041774
814,2.750567,-1.3405768,-5.819765,-2.4375715,-1.3726127,-5.1793947,-5.3805127
815,-4.0003953,-4.8597517,-4.5938215,2.0268812,-3.8565426,-4.3321395,-4.5735083
816,-4.2491894,-0.90297794,2.3641207,-2.3204513,-2.9763331,-4.5123444,-4.5136886
817,-0.09116095,-2.154827,2.4326208,-5.07488,-5.3902326,-5.288583,-2.6137562
818,-3.9699326,-2.689788,2.41495,-2.28691,-4.485833,-4.7915845,-3.5389242
819,-5.5210834,-5.34544,-5.2491674,-3.2953427,-5.6575103,2.8025713,-1.4034985
820,-5.277927,-2.983448,-4.416299,-1.2650981,-5.0677285,2.8943777,-4.246891
821,-3.8003972,-1.1261282,-4.3911057,-0.95064235,-4.873806,-5.119202,2.4079833
822,-4.5751605,-3.1745594,-4.1807957,-4.768663,-4.1343384,-4.82422,2.4770124
823,-4.794774,-2.4890318,-3.4458356,-1.0783769,-4.315549,3.1372335,-4.1673045
824,-3.8662333,0.011228502,2.6432488,-0.60995996,-1.8270601,-3.4739902,-2.2359703
825,-3.9193394,-1.6812128,-3.8187056,-3.3366458,2.3314474,-4.589092,-2.1448414
826,-4.5815053,-2.3081856,-4.150412,-5.8490624,-0.72514725,2.6714544,-4.9744215
827,-4.132285,-2.6810284,-4.9360185,-1.9604905,-2.2932599,-5.1607485,2.578086
828,-4.353894,-6.2162848,-3.5125108,-0.6715048,-4.6311483,3.080944,-4.472246
829,-0.96885693,1.9148421,-0.7404713,-3.5895736,-6.1986804,-4.3848104,-4.3892794
830,2.6713064,-6.114663,-3.6880522,-5.820102,-5.264557,-2.2110543,-5.471267
831,2.5004742,-6.4369264,-5.2485833,-5.39226,-4.588133,-5.805321,-3.0305493
832,-2.5620003,-2.4550164,2.2032082,-3.2294838,-1.9724808,-4.5484915,-4.7744813
833,-4.3042374,-1.4270036,2.71238,-5.508477,-2.694143,-4.031186,-2.6145194
834,-1.6142833,-3.064369,-2.6720555,-3.7566907,-1.9176769,-5.374054,2.7849464
835,-1.2166959,-2.3271313,-4.6790957,-1.2728415,2.5621762,-4.9783225,-3.7600856
836,-2.9117339,-1.8174598,-6.1318903,-4.5761256,-5.563415,-4.9043455,2.6354775
837,-4.3517966,-1.492764,-2.8838687,-4.481559,2.337552,-4.8524566,-4.2308655
838,-3.8981404,-3.945131,-4.064245,-1.961892,-4.2918415,-4.629835,2.799194
839,-1.628267,-2.6941745,-1.1862285,-1.0571426,2.2716882,-2.807026,-2.3614178
840,-3.0901113,-2.1845376,-0.79425114,-0.84094995,2.6816487,-3.5532727,-4.8610463
841,-2.2964044,2.2270224,-2.282126,-3.7802017,-3.0958786,-2.0302153,-3.7637198
842,-3.7868893,-2.5088568,-4.8467126,-0.42246988,-3.2431715,3.2147603,-3.4754584
843,2.7771242,-1.9848056,-5.2927155,-4.4176064,-5.6551127,-4.7968545,-5.7270875
844,-5.0343523,-5.0433636,2.3842766,-1.4898984,-1.8782647,-3.3866782,-3.3590941
845,-4.991257,-1.5230458,2.4656844,-5.421749,-3.560233,-5.1294336,-3.4060197
846,-3.778639,-1.9257889,-3.6450717,-4.2918477,-1.9206223,-5.5810027,2.4205136
847,-4.146641,-1.7897085,2.2456923,-0.5607121,-2.576098,-3.815843,-4.163504
848,-3.602896,-6.163052,2.376685,-3.137612,-2.02181,-4.612276,-3.6908076
849,-5.1121616,-1.0930073,-0.3857845,-1.8824098,-5.598897,2.9918487,-2.2370625
850,-5.1828365,-0.9879515,-0.70021933,2.39633,-1.9056175,-4.957408,-3.6894772
851,2.7552454,-1.9020144,-5.628065,-4.910879,-0.5672417,-4.874465,-4.017006
852,-5.0256543,2.0193434,-2.125071,-1.945933,-3.9499762,-4.8068647,-2.9893491
853,-2.086507,-1.6354389,-4.507007,-2.5757313,-0.6105348,2.9208865,-4.5910034
854,2.7723842,-5.459935,-2.0525913,-1.2034509,-0.7241702,-5.0479407,-5.5397067
855,-0.9873003,-1.107305,-2.8415334,2.6558616,-3.136356,-0.75293255,-1.8201501
856,-3.512659,-1.6475532,2.3903809,-4.2479105,-4.852785,-4.6136065,-4.803091
857,-3.6602201,-2.9578304,-5.3782935,-0.8481866,2.3822505,-4.865967,-3.3835323
858,-2.1549363,2.0830936,-4.0790377,-1.1522365,-1.2121255,-5.1854424,-3.9401717
859,-4.5182605,-2.8380823,2.5479198,-3.13462,-1.9331113,-2.9005995,-1.9187999
860,-1.6570767,-0.7114415,-1.3342643,-0.76425654,2.6667547,-4.8592577,-4.927463
861,-4.408007,2.1329563,-1.9515069,-3.8439777,-1.838831,-4.9819593,-5.0291147
862,2.826134,-1.3803347,-1.4453037,-5.6007,-4.0572276,-4.7432714,-4.9953117
863,2.7800543,-3.813065,-4.873609,-2.0426726,-1.4615386,-4.564887,-4.8197184
864,-3.0641418,-0.9956692,-0.6874083,-5.1904464,-5.373914,-3.2339766,2.4036407
